Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.438528, -0.112477, -2.28161, -0.251385, -0.01529, -0.038225
0.467922, -0.146678, -2.63709, -0.161889, 0.049294, -0.013997
0.455168, -0.144411, -2.79601, -0.1492, 0.034137, -0.013005
0.462615, -0.13986, -2.90262, -0.122259, 0.053554, -0.009954
0.479279, -0.18453, -3.57438, -0.026547, 0.104532, -8.4e-05
0.516013, -0.19719, -4.37105, -0.012584, 0.148449, 0.027348
0.490334, -0.176777, -5.44881, -0.063479, 0.165474, 0.008769
0.501629, -0.194084, -7.00561, -0.034057, 0.206252, -0.01834
0.531145, -0.229108, -7.97784, 0.010346, 0.334615, -0.012756
0.466147, -0.302752, -8.50933, 0.131902, 0.34046, -0.053317
0.395805, -0.315246, -9.164, 0.110827, 0.193791, -0.171869
0.292292, -0.339936, -10.4544, 0.152509, -0.079277, -0.212379
0.271762, -0.365683, -12.0044, 0.31386, -0.408784, -0.172834
0.35441, -0.387836, -12.9646, 0.4223, -0.361604, 0.081193
0.537706, -0.342143, -14.5603, 0.345436, -0.095816, 0.092056
0.850883, -0.277057, -16.0386, 0.159048, 0.364123, 0.095319
1.00642, -0.225495, -16.5803, -0.028879, 0.689202, -0.084665
0.963238, -0.330917, -16.9405, -0.094495, 1.11236, -0.149554
0.701891, -0.55444, -15.802, 0.230615, 0.68905, -0.093513
0.406279, -0.736706, -14.0666, 0.408375, 0.150194, -0.058566
0.401144, -0.910096, -13.9526, 0.643547, -0.004551, 0.083038
0.476628, -1.11015, -15.4138, 1.03843, -0.077918, 0.090485
0.570626, -1.31435, -17.1174, 1.69334, -0.157408, -0.146306
0.929742, -1.29601, -17.9293, 1.69504, 0.29553, 0.080155
1.25638, -1.26235, -19.4004, 1.48845, 0.742117, 0.12943
1.55204, -1.4541, -21.1463, 1.5836, 1.08493, 0.118742
1.87202, -1.54688, -20.8949, 1.43645, 1.56421, 0.105142
1.59067, -1.69773, -19.2248, 1.2947, 1.63685, -0.056067
1.28864, -1.82149, -17.5568, 1.09515, 1.19853, -0.24088
1.28553, -2.07988, -17.4331, 1.216, 1.18769, -0.19106
0.966139, -2.2551, -16.8743, 1.60239, 0.94253, -0.039297
0.827598, -2.31844, -16.479, 2.30572, 0.615277, -0.169614
1.07547, -2.52039, -18.816, 3.1408, 0.612611, -0.122612
1.18232, -2.56606, -20.3474, 3.59591, 1.04116, 0.036911
1.02233, -2.3308, -19.5129, 3.3181, 1.06751, -0.18854
0.940769, -2.18977, -19.5215, 2.98366, 1.12223, -0.224477
0.820772, -2.14558, -19.4385, 2.81248, 1.04117, -0.188764
0.505595, -1.97948, -17.8907, 2.49895, 0.602238, -0.194751
0.380284, -2.06383, -19.2003, 2.54686, 0.216667, -0.216045
0.513875, -2.1221, -20.0339, 2.78484, -0.043585, 0.067854
0.472365, -2.13864, -19.4139, 3.17133, -0.092462, 0.077438
0.623548, -2.02336, -19.707, 3.09935, 0.021389, -0.081536
0.856265, -2.00505, -21.4272, 3.01174, 0.30991, -0.136846
0.837881, -2.00815, -21.6227, 3.03354, 0.396634, -0.150176
0.8567, -1.92745, -20.9396, 3.0873, 0.695937, -0.091951
0.813872, -1.77166, -20.9109, 2.89847, 0.798331, -0.095535
0.702834, -1.63665, -21.278, 2.73749, 0.555198, -0.188443
0.752828, -1.54167, -22.1817, 2.6768, 0.512589, 0.022444
0.728742, -1.19817, -20.9956, 2.07372, 0.524538, 0.021737
0.582926, -0.968442, -20.219, 1.56091, 0.251283, -0.169236
0.85106, -0.904788, -21.0893, 1.17475, 0.270595, 0.002145
1.10509, -1.06111, -22.0164, 1.24686, 0.75934, 0.069136
1.10643, -1.19596, -20.7304, 1.19804, 0.816802, 0.035797
1.37879, -1.32713, -20.1332, 1.36873, 0.924958, -0.089613
1.71173, -1.46681, -19.2478, 1.30045, 1.22375, 0.02224
1.64428, -1.52544, -18.5404, 1.22603, 1.60316, -0.011504
1.58131, -1.83488, -19.5, 2.13118, 1.90247, -0.172494
1.66721, -1.85892, -21.0419, 2.71163, 2.12431, -0.14401
1.30679, -1.65184, -20.6794, 2.47022, 1.83968, -0.042325
0.78119, -1.32558, -19.5959, 2.06858, 1.02238, -0.023531
0.426103, -1.08512, -18.629, 1.63737, 0.366178, -0.149428
0.096323, -0.92344, -17.1617, 1.30361, -0.201915, -0.162283
-0.017858, -0.80261, -18.8958, 1.24507, -0.910918, -0.135464
0.389695, -0.742832, -21.3003, 1.13112, -0.516952, 0.02658
0.503683, -0.734911, -21.4791, 0.919916, -0.257211, 0.024805
0.750561, -0.912869, -22.4046, 0.961002, 0.215754, -0.097437
1.26493, -1.12411, -23.1189, 1.10085, 1.03092, -0.103012
1.10293, -1.58101, -22.2275, 1.49288, 1.03779, -0.124362
0.977147, -1.72955, -18.8382, 1.34516, 0.712344, -0.040322
0.970257, -1.98944, -19.0088, 1.66179, 0.676381, -0.032713
0.960855, -2.1231, -18.5806, 2.23065, 0.59993, -0.094715
1.09668, -2.18998, -19.6357, 2.80523, 0.470378, -0.027962
1.42705, -2.27064, -21.7462, 3.30749, 1.08628, 0.021365
1.35677, -1.93155, -20.721, 3.04306, 1.40061, -0.00887
1.1119, -1.76169, -19.5307, 2.65705, 0.997533, -0.042509
1.52597, -1.83311, -22.0562, 2.19928, 1.1145, -0.044656
1.58177, -1.89131, -20.8517, 1.9015, 1.40217, -0.045236
1.10522, -1.7036, -17.2473, 1.43406, 0.817093, -0.091734
1.43018, -1.84816, -18.1154, 1.63008, 0.719084, -0.044393
1.80416, -2.13447, -20.0072, 1.90115, 1.22309, -0.036002
1.47545, -1.98968, -17.9085, 1.87246, 1.00039, -0.021241
1.59799, -2.02374, -18.0543, 2.57993, 1.0879, 0.019169
2.00004, -2.23385, -21.568, 3.2071, 2.07864, -0.02827
1.80527, -2.05866, -21.0318, 3.12355, 2.18253, -0.054791
1.54537, -1.71007, -20.464, 2.81197, 2.01848, -0.06676
1.38735, -1.4802, -20.9472, 2.35724, 1.96328, -0.062343
0.944786, -1.32008, -20.4286, 2.03624, 1.25501, -0.1164
0.698987, -1.24682, -21.4342, 2.03459, 0.800303, -0.124297
0.626882, -0.97782, -20.8403, 1.57702, 0.595905, -0.023479
0.204387, -0.873945, -21.4476, 1.40008, -0.035714, -0.129256
0.363436, -0.77797, -22.732, 1.24982, -0.363805, -0.087899
0.52914, -0.611873, -23.9445, 0.882001, -0.128869, 0.016128
0.39875, -0.593416, -23.3267, 0.772909, -0.360871, -0.006941
0.763054, -0.56523, -23.7149, 0.873752, 0.152979, -0.003689
0.989307, -0.451559, -23.1964, 0.619425, 0.616128, -0.004991
0.856979, -0.280916, -22.5602, 0.181031, 0.756765, -0.082818
0.972045, -0.36927, -24.2664, 0.607637, 1.01931, -0.08964
0.895899, -0.282586, -22.8542, 0.348136, 1.00879, -0.005377
0.452998, -0.209895, -20.1916, 0.039788, 0.485193, -0.074625
0.538581, -0.1303, -22.5793, 0.074234, -0.096658, -0.091458
1.02721, -0.049238, -25.0767, -0.011888, 0.45964, -0.002233
1.03542, 0.032743, -21.7966, -0.1881, 0.719985, -0.005363
1.23188, 0.218218, -21.3331, -0.558245, 0.982332, -0.019091
1.83943, 0.3052, -23.9383, -0.918739, 1.68353, -0.080862
1.85505, 0.059444, -22.6899, -0.90901, 2.07108, -0.091341
1.60777, -0.397955, -19.93, -0.327339, 1.84443, -0.073516
1.83862, -0.8044, -21.0035, 0.327588, 2.04359, -0.058337
1.7395, -1.17162, -20.0349, 0.765174, 1.96135, -0.121714
1.3238, -1.36689, -17.3461, 0.919985, 1.42625, -0.140018
1.40337, -1.71703, -18.7297, 1.36158, 1.35255, -0.121802
1.48277, -1.92553, -19.0855, 1.608, 1.41179, -0.074971
1.19617, -1.87379, -17.5843, 1.75405, 1.33013, -0.076276
1.30046, -1.99641, -18.0907, 2.53769, 1.30807, -0.083942
1.44192, -2.15173, -20.4119, 2.78561, 1.70563, -0.1032
1.36529, -2.26598, -20.848, 2.81479, 1.62036, -0.116249
1.35823, -2.06367, -19.4636, 2.88555, 1.47666, -0.044372
1.17867, -1.8993, -19.314, 2.34861, 1.52806, -0.090304
1.25206, -2.06262, -20.7852, 2.73355, 1.25182, -0.084379
1.44758, -2.20541, -22.1764, 3.38118, 1.3657, -0.015007
1.2922, -1.74882, -20.0398, 2.88986, 1.43271, -0.013454
1.19578, -1.41968, -20.2805, 2.4834, 1.29407, -0.038727
1.58999, -1.37247, -23.3175, 2.34866, 1.67566, -0.060685
1.53527, -1.23527, -23.3758, 1.94996, 2.13809, -0.030163
0.972648, -1.08544, -20.7714, 1.46755, 1.39633, -0.081075
0.935359, -0.949566, -20.4788, 1.09698, 0.982723, -0.085427
1.13868, -1.10026, -21.3718, 1.12961, 0.991148, -0.05625
0.886875, -1.06384, -17.5486, 0.971499, 0.956707, -0.054872
0.667431, -1.2157, -18.3766, 1.30478, 0.273842, -0.066333
1.38795, -1.46851, -21.6665, 2.09678, 0.910886, -0.027455
1.51917, -1.36681, -20.9471, 2.00081, 1.24476, -0.011623
1.33186, -1.19931, -20.4707, 1.67921, 1.08529, 0.003188
1.97903, -1.13076, -22.907, 1.7029, 1.88235, -0.03197
1.9996, -1.27778, -24.2012, 1.80844, 2.86622, -0.076592
1.22649, -1.15382, -20.1952, 1.44516, 1.83041, -0.093791
1.10114, -1.1356, -21.3014, 1.56375, 1.55981, -0.096564
1.00582, -1.19843, -22.5186, 1.76114, 1.33612, -0.0509
0.659046, -1.16112, -20.3023, 1.65358, 0.764036, -0.034705
0.629308, -1.06885, -21.5313, 1.58398, 0.343343, -0.076566
0.917881, -1.07198, -23.8579, 1.58121, 0.440353, -0.006281
0.782018, -1.18561, -23.2311, 1.29686, 0.674849, -0.040346
0.665491, -1.24372, -21.375, 1.24206, 0.42553, -0.077095
0.93235, -1.48298, -23.8835, 1.69388, 0.523124, -0.071325
1.06827, -1.58208, -23.2224, 1.82827, 0.786458, -0.043747
0.821651, -1.60635, -20.4036, 1.79242, 0.949697, -0.051687
0.793458, -1.60941, -20.5317, 1.85109, 0.84569, -0.122845
0.872608, -1.75795, -22.5011, 2.29294, 1.07278, -0.129378
0.550712, -1.74612, -20.634, 2.27257, 0.705386, -0.070991
0.164241, -1.703, -20.3591, 2.28906, 0.10053, -0.108052
0.265782, -1.83848, -23.8364, 2.84477, -0.474393, -0.097923
0.439192, -1.87048, -24.1327, 2.9328, -0.170138, -0.005513
0.222164, -1.75253, -21.414, 2.42365, 0.070135, -0.046807
0.265727, -1.62898, -22.1791, 2.22998, -0.279575, -0.098767
0.409035, -1.8318, -25.0586, 2.79476, -0.284303, -0.063234
0.343829, -1.77262, -21.9388, 2.66512, 0.12651, -0.044524
0.157382, -1.61262, -20.6576, 2.29041, -0.534131, -0.07228
0.658442, -1.68853, -24.1493, 2.4924, -0.22443, 0.016962
0.924855, -1.77677, -25.0536, 2.40454, 0.385048, -0.009474
0.545766, -1.80158, -21.5332, 1.9208, 0.414931, -0.1028
0.648814, -1.85801, -22.3372, 2.0597, 0.121517, -0.087464
0.988738, -2.14651, -24.0667, 2.40455, 0.551231, -0.042589
0.696471, -2.14002, -21.3534, 2.24973, 0.634909, -0.070227
0.559586, -2.15999, -20.8159, 2.71083, 0.28758, -0.104587
0.921874, -2.24212, -23.4819, 3.48211, 0.340375, -0.043089
0.908064, -2.09588, -23.0126, 3.36198, 0.623302, -0.055563
0.810172, -1.84852, -22.0855, 3.09966, 0.641322, -0.01771
0.897633, -1.49664, -23.9051, 2.70626, 0.900426, -0.015529
0.535937, -1.17143, -23.4285, 1.99712, 0.505276, -0.110877
0.154833, -0.848946, -21.4331, 1.35896, -0.096999, -0.110368
-0.014499, -0.639927, -23.9757, 0.952079, -0.395612, -0.126556
-0.335961, -0.475326, -25.4503, 0.707765, -0.923684, -0.001274
-0.63483, -0.458817, -22.2994, 0.510225, -1.30775, -0.025954
-0.641506, -0.329482, -21.9995, 0.299864, -2.0653, -0.109072
-0.403011, -0.224689, -24.9904, 0.207808, -1.88739, 0.002004
-0.28514, -0.210569, -25.0335, 0.336602, -1.53752, -0.010905
-0.085503, -0.158582, -22.1529, 0.112922, -1.235, -0.023199
0.116128, 0.011525, -24.2756, -0.302018, -0.947695, -0.080609
0.302804, 0.142457, -25.6065, -0.12617, -0.382948, -0.025787
0.05928, 0.208885, -24.4867, -0.348758, -0.373466, -0.077485
-0.088782, 0.361976, -22.6738, -0.683061, -0.578323, -0.070036
-0.261648, 0.628846, -24.9569, -1.0752, -0.93434, -0.091791
-0.274874, 0.805432, -25.0584, -1.2099, -1.23297, -0.012474
-0.219931, 0.698048, -21.0807, -1.30353, -0.817726, -0.001407
-0.390681, 0.715105, -20.0846, -1.75937, -1.06441, -0.067951
-0.302608, 0.900543, -25.0164, -1.93345, -1.79395, -0.105201
0.275815, 0.746222, -25.5624, -1.84585, -0.880907, -0.029958
0.336635, 0.407716, -23.444, -1.42932, -0.37529, -0.010963
0.574409, 0.19874, -22.6016, -1.05352, -0.079975, -0.022251
0.740193, 0.074747, -20.7563, -0.810888, 0.171433, -0.081455
0.553804, -0.136366, -20.6714, -0.639937, 0.201391, -0.070457
0.971458, -0.514961, -22.6597, 0.017711, 0.602204, -0.046724
0.967815, -0.864094, -23.6163, 0.67028, 0.870654, -0.039793
0.638285, -0.930118, -19.7681, 0.957444, 0.206188, -0.065075
1.24376, -0.945672, -23.2802, 1.31555, 0.830983, -0.048104
1.9399, -0.905797, -26.6393, 1.26251, 1.80195, -0.003511
1.42071, -0.759367, -22.1203, 0.969401, 1.81515, -0.026645
1.15017, -0.715682, -20.0372, 0.745109, 1.39547, -0.071456
1.74164, -0.765513, -24.2021, 0.554175, 1.87798, -0.088891
1.42459, -1.07146, -23.6007, 0.957794, 1.91325, -0.104355
0.673278, -1.18151, -18.9626, 1.06846, 0.766849, -0.075576
0.867439, -1.33409, -19.5258, 1.31835, 0.37293, -0.040225
1.16494, -1.53665, -20.5275, 1.62711, 0.52391, -0.043797
1.30504, -1.71203, -20.8125, 1.76146, 0.66695, -0.031882
1.96758, -2.00068, -22.7758, 1.96582, 1.29609, -0.010581
2.13291, -2.07066, -21.975, 1.90938, 1.43153, -0.002963
1.90323, -1.93506, -19.3637, 1.81607, 1.00366, -0.018569
2.59454, -2.14, -22.3396, 2.05806, 1.9212, -0.043305
2.94764, -2.51724, -24.7723, 2.35696, 3.36241, -0.129719
1.95369, -2.32223, -20.1105, 2.35389, 2.60189, -0.138814
1.21236, -1.94515, -16.7911, 2.2181, 1.70416, -0.134096
1.24466, -2.10028, -20.2336, 3.03568, 1.70124, -0.111721
1.03235, -1.97504, -20.8335, 3.10918, 1.27314, -0.069381
0.494066, -1.67143, -20.4765, 2.78269, 0.457429, -0.05691
0.603906, -1.32654, -22.207, 2.31621, 0.418377, -0.040278
0.530614, -1.20844, -23.9226, 1.79055, 0.468068, -0.122115
0.201997, -1.37213, -23.7773, 1.59962, -0.067209, -0.104211
0.379443, -1.50819, -23.5742, 1.66075, -0.083839, -0.043181
0.190814, -1.64976, -21.9772, 1.79232, -0.399278, -0.027763
0.429644, -1.87511, -21.9269, 2.27962, -0.476075, -0.038213
1.38564, -2.02542, -22.765, 2.35255, 0.60092, 0.006935
1.4854, -2.27856, -23.5001, 2.4158, 0.960137, -0.027271
1.51347, -2.32194, -22.2286, 2.48556, 0.826719, -0.004069
2.05857, -2.4727, -23.0622, 3.03111, 1.51113, -0.008078
2.05314, -2.55991, -24.0478, 3.18542, 2.56114, -0.109966
1.68291, -2.32668, -22.2872, 3.20466, 2.1763, -0.096141
1.41488, -2.14597, -22.0621, 3.32477, 1.87109, -0.066926
1.09888, -1.80745, -20.4154, 2.80834, 1.47511, -0.078641
0.836767, -1.60035, -20.7395, 2.66242, 0.987414, -0.081477
0.909291, -1.51873, -22.5668, 2.65406, 0.744807, -0.04338
0.910822, -1.29823, -21.4389, 2.18516, 0.594728, -0.00429
0.89873, -1.20385, -21.4575, 1.6077, 0.387418, -0.013697
1.78981, -1.20243, -23.093, 1.54142, 1.36105, -0.025104
2.34476, -1.37627, -24.5219, 1.60926, 2.07917, -0.013972
2.30896, -1.4797, -22.6088, 1.26437, 2.16097, -0.040105
2.31024, -1.60603, -21.3306, 1.13962, 2.4039, -0.12449
2.09384, -1.94195, -20.9273, 1.55911, 2.51822, -0.162349
1.5572, -2.02243, -18.641, 1.68132, 1.94844, -0.164056
1.27068, -2.25689, -18.872, 2.26761, 1.72781, -0.157138
1.15117, -2.43488, -20.8563, 3.3069, 1.48761, -0.099238
0.966487, -2.197, -20.9827, 3.57657, 0.930935, -0.0573
1.06535, -1.71957, -22.0359, 3.02707, 1.06833, -0.037731
1.27588, -1.44761, -25.6519, 2.60104, 1.55793, -0.040522
0.891638, -1.37672, -26.9548, 2.22021, 1.16056, -0.053417
0.549636, -1.18096, -23.9566, 1.72309, 0.622948, -0.084463
0.510817, -1.21789, -24.9032, 1.31504, 0.336786, -0.066077
0.439876, -1.58498, -24.74, 1.80496, 0.115271, -0.063357
0.246545, -1.87465, -21.8915, 1.93399, -0.332654, -0.034902
0.523061, -2.05532, -21.0176, 2.0515, -0.251783, -0.041062
0.981289, -2.45954, -23.105, 2.54851, 0.175973, -0.008221
1.21413, -2.66375, -22.7161, 2.92346, 0.288615, 0.029398
1.58486, -2.53506, -21.1217, 2.85868, 0.669742, 0.051565
1.80497, -2.55142, -22.3899, 3.04464, 1.18047, 0.002938
2.0592, -2.76452, -24.0573, 3.92674, 2.0417, -0.021553
2.0465, -2.68387, -23.9672, 3.79729, 2.52123, -0.059929
1.4203, -2.30529, -21.007, 2.95888, 1.99649, -0.111157
0.915754, -2.23857, -21.0874, 3.1027, 1.39886, -0.133801
0.777555, -2.23372, -21.7972, 3.43355, 0.940894, -0.109701
0.559155, -2.03883, -21.4281, 3.30211, 0.420884, -0.087683
0.507791, -1.86299, -22.5971, 3.16872, 0.202464, -0.024607
0.648261, -1.74521, -23.367, 3.06988, 0.122327, -0.012031
0.73223, -1.53593, -23.1097, 2.57732, 0.27372, -0.060058
1.14788, -1.22218, -24.0852, 2.09364, 0.855843, -0.046567
1.22726, -1.17222, -26.2592, 1.84798, 1.59725, -0.010655
0.832521, -1.27548, -23.523, 1.68221, 1.08712, -0.080106
0.700642, -1.25558, -21.327, 1.3614, 0.657382, -0.09211
0.721867, -1.28154, -22.0958, 1.39235, 0.619417, -0.090934
0.578176, -1.45436, -22.3495, 1.8612, 0.504776, -0.057203
0.543361, -1.54184, -20.7312, 2.44632, 0.222329, -0.031743
0.642539, -1.36592, -21.5787, 2.29203, 0.088344, -0.053248
0.934992, -1.23977, -25.0039, 2.14113, 0.481052, -0.054155
1.28034, -1.11151, -25.0622, 1.89989, 0.984195, 0.003293
1.15191, -0.972468, -22.3507, 1.43855, 0.909951, -0.01625
1.24456, -0.865994, -22.4858, 0.833355, 0.996338, -0.063729
1.77314, -1.24111, -25.4816, 1.17547, 1.80687, -0.070228
1.52813, -1.70306, -23.6369, 1.62495, 1.75728, -0.067348
1.00727, -1.64318, -18.4565, 1.39817, 1.00152, -0.126764
1.09063, -1.80913, -19.7128, 1.57361, 0.870595, -0.098461
1.40526, -2.27944, -22.0418, 2.13949, 1.05271, -0.044162
1.22757, -2.27527, -19.7827, 2.18862, 0.565806, -0.010017
1.28134, -2.16438, -19.1242, 2.64014, 0.56013, 0.038848
1.92991, -2.37045, -23.043, 3.27992, 1.46275, 0.0005
2.12366, -2.53309, -24.1653, 3.45416, 2.24662, -0.018855
1.5189, -2.29196, -20.8526, 2.56564, 2.0228, -0.142101
1.23512, -2.10083, -19.3551, 2.31107, 1.59329, -0.144417
1.23046, -2.26035, -20.636, 2.38528, 1.61143, -0.122074
0.859856, -2.36072, -19.3188, 2.46936, 1.13677, -0.128475
0.598397, -2.37126, -19.2378, 3.1997, 0.607363, -0.123797
0.907744, -2.47754, -22.2276, 3.76337, 0.43093, -0.037935
1.0707, -2.50497, -23.3411, 3.77663, 0.686832, -0.015029
0.88886, -2.44255, -22.3217, 3.62323, 0.907098, -0.043895
0.980843, -2.23471, -21.7347, 2.94008, 0.97473, -0.086785
1.00296, -2.36112, -22.7538, 2.71119, 0.891607, -0.096116
0.910359, -2.52244, -22.2558, 2.72264, 1.0233, -0.101667
0.687161, -2.28258, -19.7828, 2.56011, 0.71113, -0.132944
0.580146, -2.29567, -20.1721, 3.36755, 0.272883, -0.082221
1.0223, -2.47085, -22.9759, 3.95588, 0.614012, -0.01466
0.995473, -2.36067, -23.3561, 3.88594, 0.944817, -0.035784
0.759627, -2.02753, -23.0783, 3.51024, 0.59808, -0.05515
1.10627, -1.88313, -24.1786, 3.23307, 0.828598, -0.054351
1.03401, -1.96081, -24.5933, 3.03063, 1.25748, -0.09941
0.773195, -1.7777, -22.6936, 2.24299, 0.91338, -0.117752
0.826323, -1.88762, -23.6867, 2.2662, 0.8658, -0.077849
0.578559, -2.1222, -21.9528, 2.30722, 0.558504, -0.076064
0.246537, -1.95371, -17.3236, 1.74242, -0.062123, -0.092532
0.478234, -2.14619, -19.8626, 2.65982, -0.377131, -0.02162
1.00379, -2.4539, -23.4396, 3.42498, 0.198332, 0.012166
0.788276, -2.52631, -22.2592, 3.29467, 0.006132, 0.006853
0.858034, -2.44847, -22.2483, 3.28853, 0.09634, -0.014998
1.45824, -2.55051, -25.2899, 3.24887, 0.978721, -0.043919
1.21879, -2.74125, -23.9068, 2.84556, 1.2548, -0.110401
0.805403, -2.61211, -20.6075, 2.43422, 0.835694, -0.119018
0.777118, -2.62249, -20.4877, 3.22784, 0.890246, -0.11891
0.637266, -2.62633, -21.5143, 3.96648, 0.572287, -0.099693
0.696485, -2.50607, -22.4435, 4.05927, 0.368948, -0.060169
0.851703, -2.2297, -23.6093, 3.82068, 0.608787, -0.022827
0.583694, -1.84922, -22.5238, 3.15939, 0.570478, -0.036355
0.474487, -1.81654, -22.5372, 2.99539, 0.227145, -0.09821
0.746676, -1.95964, -26.0979, 2.87944, 0.110059, -0.052213
0.725367, -1.96874, -25.6534, 2.44654, 0.591679, -0.055987
0.340544, -1.88443, -21.2711, 2.41339, 0.238917, -0.048239
0.453609, -1.84234, -19.8667, 2.53702, -0.353955, -0.035066
0.865408, -2.04048, -23.5801, 2.61196, 0.147825, -0.041046
1.07091, -2.16093, -23.0539, 2.37364, 0.517902, -0.026421
0.926651, -2.30302, -21.1197, 2.30928, 0.238047, -0.017368
1.33323, -2.47831, -21.4269, 2.61944, 0.417452, -0.00256
1.74407, -2.62032, -23.1046, 2.99139, 1.02112, -0.020733
1.76868, -2.71711, -23.241, 2.92327, 1.39395, -0.063213
1.74256, -2.75625, -22.7255, 2.98272, 2.1004, -0.117913
1.18501, -2.68822, -21.1536, 3.44403, 1.55795, -0.13313
1.09527, -2.46442, -21.6682, 3.86102, 1.23662, -0.072271
1.25265, -2.32985, -22.9726, 3.80331, 1.46111, -0.076766
0.760644, -2.12924, -23.1896, 3.53692, 0.974283, -0.07519
0.510747, -1.71619, -22.7562, 3.04229, 0.379223, -0.055138
0.552847, -1.36684, -23.8399, 2.46028, 0.38239, -0.086551
0.158142, -1.16813, -24.3649, 1.90936, -0.019679, -0.102277
