Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.326597, -0.019607, -2.28633, 0.073027, 0.422466, 5.6e-05
0.33374, -0.016539, -2.33659, 0.090203, 0.436405, 0.003
0.342774, -0.018231, -2.39036, 0.137081, 0.436439, 0.021397
0.33887, -0.025078, -2.3658, 0.161457, 0.422549, 0.03178
0.34398, -0.030118, -2.39005, 0.197718, 0.416442, 0.021491
0.340662, -0.027548, -2.54124, 0.187358, 0.446724, 0.017024
0.346075, -0.021533, -2.63977, 0.162391, 0.449947, 0.028042
0.347621, -0.014864, -2.70048, 0.124196, 0.45736, 0.022671
0.350648, -0.013734, -2.73933, 0.117674, 0.473252, 0.000164
0.357386, -0.016985, -2.77357, 0.118114, 0.500652, 0.001289
0.352058, -0.019812, -2.91458, 0.118979, 0.521459, -0.002104
0.355529, -0.014155, -2.95472, 0.119294, 0.581794, 0.008848
0.357399, -0.01459, -3.01903, 0.150967, 0.583989, 0.009236
0.352463, -0.018032, -3.15544, 0.158391, 0.574326, 0.026538
0.340103, -0.024439, -3.24167, 0.134963, 0.558767, 0.040883
0.332024, -0.028596, -3.37448, 0.16504, 0.540038, 0.035796
0.322526, -0.027189, -3.57351, 0.163361, 0.51049, 0.044829
0.311561, -0.02313, -3.80896, 0.204159, 0.473882, 0.039538
0.312499, -0.043261, -3.996, 0.230632, 0.420137, 0.036073
0.311881, -0.053559, -4.03826, 0.25304, 0.381555, 0.028805
0.316222, -0.046224, -4.27571, 0.212389, 0.342837, 0.039157
0.327719, -0.020618, -4.82158, 0.106397, 0.326108, 0.049329
0.343439, -0.004115, -5.11777, 0.081146, 0.34391, 0.049128
0.352832, -0.015537, -5.18014, 0.100361, 0.341519, 0.046883
0.377294, -0.026044, -5.49013, 0.123632, 0.396872, 0.050212
0.404808, -0.028513, -5.81031, 0.129997, 0.425566, 0.051045
0.418362, -0.014309, -6.04982, 0.108456, 0.470411, 0.064634
0.428993, -0.000832, -6.31644, 0.070572, 0.541881, 0.042742
0.427437, -0.01202, -6.42489, 0.021517, 0.629353, -0.01971
0.430909, -0.020672, -6.38421, 0.026559, 0.696146, 0.000278
0.41123, -0.012993, -6.46731, 0.06533, 0.757354, 0.058981
0.394708, -0.014665, -7.11495, 0.109689, 0.751677, 0.075431
0.350331, -0.026336, -7.43698, 0.084389, 0.713918, 0.072747
0.294, -0.04658, -7.48301, 0.103972, 0.618232, 0.063916
0.256679, -0.067285, -7.53974, 0.143265, 0.575334, 0.031002
0.200511, -0.107926, -7.12978, 0.256952, 0.501752, -0.038134
0.158713, -0.1268, -7.35581, 0.411473, 0.372622, -0.018102
0.128498, -0.116435, -8.65391, 0.419385, 0.175185, -0.016009
0.101325, -0.068441, -9.20643, 0.350677, 0.003917, 0.036121
0.1208, -0.123467, -8.86531, 0.466086, -0.035235, 0.044614
0.168594, -0.09155, -9.63266, 0.430135, -0.018032, 0.050616
0.23289, -0.01045, -10.4572, 0.201933, 0.066591, 0.06947
0.241714, 0.031279, -10.1596, 0.110118, 0.097066, 0.079914
0.311802, -0.058275, -10.1533, 0.236254, 0.188531, 0.066836
0.403436, 0.029211, -12.0246, 0.037909, 0.316202, 0.092981
0.462042, 0.012028, -12.1301, -0.036647, 0.531658, 0.092046
0.402431, -0.057824, -10.9542, 0.023471, 0.53149, 0.065436
0.471345, -0.153807, -10.5911, 0.227295, 0.580142, -0.02776
0.479106, -0.11569, -11.2799, 0.143286, 0.604026, -0.013891
0.498115, -0.114234, -11.3931, 0.21409, 0.55221, 0.039635
0.526749, -0.200506, -11.6043, 0.562783, 0.551742, 0.063186
0.616766, -0.154298, -11.5082, 0.56379, 0.680022, 0.070339
0.695968, -0.043645, -11.7877, 0.43522, 0.853774, 0.064569
0.899125, 0.083551, -13.8008, 0.17387, 1.07505, 0.09064
0.958991, 0.179942, -14.3779, -0.021117, 1.1555, 0.098791
0.961225, 0.113928, -13.3508, 0.102421, 1.13703, 0.079261
1.11137, 0.150282, -14.2864, 0.064714, 1.34569, 0.065033
1.20665, 0.252628, -15.0051, -0.325743, 1.63659, 0.094561
1.0976, 0.192499, -14.3532, -0.397457, 1.84285, -0.01001
0.995152, 0.067993, -14.0122, -0.224152, 1.74604, -0.046603
0.853168, -0.09132, -13.301, 0.110902, 1.5757, -0.050735
