Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.209147, -0.047655, -1.60538, 0.065049, 0.337949, -0.004448
0.196795, -0.05231, -1.67155, 0.047116, 0.348508, 0.008031
0.197673, -0.050865, -1.77775, 0.070507, 0.351453, 0.026139
0.201185, -0.053953, -1.85802, 0.064165, 0.355738, 0.038052
0.208964, -0.051698, -1.9749, 0.050993, 0.358059, 0.03713
0.191561, -0.06507, -2.17649, 0.060775, 0.338044, 0.018262
0.168616, -0.080006, -2.52674, 0.108643, 0.296798, 0.004523
0.14764, -0.096043, -2.92498, 0.12836, 0.270836, 0.01013
0.13834, -0.114094, -3.17639, 0.135496, 0.236929, 0.012217
0.114732, -0.127795, -3.46174, 0.202418, 0.16125, 0.013417
0.0578, -0.171996, -3.88783, 0.321933, 0.033795, 0.000687
0.039513, -0.180718, -4.2431, 0.352046, -0.013746, 0.034405
0.015866, -0.194273, -4.7595, 0.377385, -0.082382, 0.062406
-0.006459, -0.210554, -5.29179, 0.408247, -0.12116, 0.100636
-0.045062, -0.225008, -5.91969, 0.415105, -0.200197, 0.096344
-0.05348, -0.244781, -6.38159, 0.352234, -0.198665, 0.064987
-0.041881, -0.258935, -6.72071, 0.303139, -0.114375, 0.039474
-0.020149, -0.281061, -7.05823, 0.332218, -0.071676, -0.019075
-0.063783, -0.308116, -7.56839, 0.475378, -0.151563, -0.091662
-0.114002, -0.351261, -8.11103, 0.702637, -0.2486, -0.109301
-0.151061, -0.340131, -8.73639, 0.850171, -0.345057, -0.024541
-0.18451, -0.291618, -9.41846, 0.811547, -0.424205, -0.000992
-0.200857, -0.235203, -10.1329, 0.730212, -0.514197, 0.023804
-0.211221, -0.195781, -10.8565, 0.640447, -0.553819, 0.006012
-0.196387, -0.154738, -11.3511, 0.564755, -0.559933, -0.028073
-0.180922, -0.127681, -11.7512, 0.482541, -0.506028, -0.067291
-0.197442, -0.107635, -12.2468, 0.443806, -0.443698, -0.06873
-0.131306, -0.067415, -12.408, 0.334902, -0.187079, 0.058391
-0.152295, -0.072666, -12.2919, 0.317328, -0.163193, 0.031169
-0.190476, -0.065078, -12.3666, 0.347236, -0.243392, -0.07363
-0.248164, -0.065272, -12.6709, 0.341606, -0.451645, -0.024586
-0.283186, -0.085335, -12.9932, 0.293445, -0.751534, 0.119851
-0.251674, -0.105444, -13.4279, 0.320682, -0.743116, 0.119627
-0.186814, -0.130358, -13.5288, 0.317509, -0.67674, 0.03529
-0.118525, -0.140084, -13.5842, 0.356123, -0.550945, 0.001405
-0.064347, -0.146093, -14.189, 0.416636, -0.468348, 0.05363
-0.003983, -0.135076, -14.5786, 0.419194, -0.326298, 0.110144
0.050624, -0.10027, -14.4581, 0.374863, -0.164939, 0.129539
0.082827, -0.092142, -14.327, 0.378009, -0.05788, 0.1522
0.077364, -0.071932, -13.9521, 0.352083, -0.050722, 0.178364
0.060896, -0.078513, -14.2899, 0.314468, -0.083494, 0.199094
0.067925, -0.085321, -14.8032, 0.273295, -0.059132, 0.208469
0.118506, -0.089569, -14.2912, 0.203933, -0.035739, 0.168725
0.126821, -0.130463, -14.1437, 0.289342, -0.144989, 0.080372
0.151887, -0.183276, -14.7878, 0.373927, -0.128294, 0.064695
0.234996, -0.22323, -14.8827, 0.349332, 0.053618, 0.073944
0.3077, -0.274376, -14.5493, 0.432732, 0.202062, 0.037135
0.393642, -0.320183, -14.7917, 0.503335, 0.345583, 0.000384
0.464099, -0.354512, -14.7991, 0.505012, 0.5038, 0.041727
0.487774, -0.382777, -14.2535, 0.530734, 0.677573, 0.049341
0.475517, -0.4253, -14.1109, 0.630158, 0.775854, 0.017812
0.471944, -0.473207, -14.3695, 0.755679, 0.840202, 0.040034
0.395214, -0.467957, -13.8638, 0.883384, 0.795425, 0.020645
0.296094, -0.458731, -13.6608, 0.919172, 0.656931, -0.016781
0.208332, -0.428912, -14.5207, 0.971609, 0.485969, 0.029322
0.094246, -0.35553, -14.731, 0.882343, 0.295261, 0.079725
-0.028812, -0.293338, -14.4213, 0.830099, 0.036829, 0.04962
-0.143749, -0.221122, -15.2601, 0.743499, -0.177871, -0.004531
-0.236811, -0.122064, -16.0701, 0.559294, -0.303987, -0.008828
-0.299776, 0.00281, -16.2509, 0.344255, -0.324966, -0.027177
-0.425828, 0.076401, -16.5753, 0.175124, -0.46298, -0.025582
-0.600399, 0.180257, -16.7614, 0.008928, -0.645423, 0.036246
-0.824151, 0.27275, -16.7883, -0.142297, -0.818189, 0.091191
-1.09163, 0.305726, -17.0273, -0.300484, -0.98621, 0.099054
-1.30399, 0.28589, -17.0623, -0.430831, -1.12532, 0.049105
-1.38283, 0.199757, -16.3072, -0.445291, -1.18241, -0.058966
-1.43474, 0.110286, -16.0404, -0.3535, -1.39102, -0.149457
-1.59852, -0.001231, -16.5882, -0.199065, -1.87745, -0.176362
-1.62005, -0.047277, -16.9558, -0.19367, -2.09173, 0.090719
-1.64042, -0.107943, -17.3831, -0.165768, -2.13605, 0.131847
-1.56217, -0.125193, -17.3308, -0.139978, -1.94707, 0.144142
-1.57814, -0.164255, -17.2376, -0.09601, -1.72429, 0.083329
-1.56275, -0.203038, -16.8174, -0.086771, -1.61234, 0.145267
-1.56658, -0.257461, -16.5019, -0.048207, -1.72165, 0.184112
-1.59867, -0.315087, -16.8094, 0.109774, -2.07214, 0.22709
-1.58558, -0.380127, -16.5177, 0.320877, -2.38419, 0.148921
-1.50616, -0.416967, -16.5692, 0.480825, -2.51453, 0.069231
-1.47246, -0.48535, -17.8478, 0.684614, -2.63634, 0.182828
-1.35269, -0.538123, -18.0733, 0.755299, -2.47209, 0.188305
-1.18379, -0.590977, -17.5374, 0.759084, -2.1911, -0.023233
-1.08626, -0.637882, -17.9445, 0.764441, -1.92805, -0.020561
-1.03479, -0.710824, -17.787, 0.753505, -1.49986, 0.109426
-1.00461, -0.763125, -16.5063, 0.79886, -1.13504, 0.13314
-1.02157, -0.779893, -15.7006, 0.882554, -0.951947, 0.142647
-1.05842, -0.749583, -15.2927, 1.07569, -1.02656, 0.163087
-1.21849, -0.749459, -15.671, 1.30723, -1.44068, 0.168137
-1.30693, -0.695361, -16.4267, 1.32788, -1.69062, 0.115473
-1.39239, -0.641611, -16.9599, 1.3097, -1.86602, -0.051208
-1.46533, -0.578159, -17.511, 1.24316, -2.02247, -0.108759
-1.5302, -0.555972, -18.3183, 1.09688, -1.9528, 0.083942
-1.49636, -0.507849, -18.2508, 0.704639, -1.64564, 0.057974
-1.51991, -0.525929, -17.5128, 0.608795, -1.53262, -0.132745
-1.58274, -0.556802, -17.4786, 0.662647, -1.56359, -0.160368
-1.64917, -0.578684, -17.587, 0.70506, -1.52199, 0.093544
-1.58649, -0.546343, -16.4655, 0.773307, -1.41545, 0.021905
-1.68699, -0.569399, -16.4695, 1.12005, -2.10271, -0.09523
-1.82592, -0.544376, -18.1392, 1.09906, -2.71806, 0.078114
-1.76932, -0.500529, -18.3863, 0.964138, -2.78818, 0.134445
-1.67246, -0.483157, -17.753, 0.77305, -2.65841, -0.10584
-1.61294, -0.507332, -18.1004, 0.785994, -2.62319, -0.147813
-1.64196, -0.50464, -18.6137, 0.634351, -2.47478, 0.139785
-1.55113, -0.508453, -18.2148, 0.593961, -1.96821, 0.203503
-1.52009, -0.522738, -17.3892, 0.670254, -1.63084, 0.05569
-1.5396, -0.506026, -17.0036, 0.823925, -1.65803, -0.097815
-1.74163, -0.525233, -17.7024, 1.13183, -2.19242, 0.03381
-1.80672, -0.470552, -18.4108, 1.13379, -2.46699, 0.116655
-1.84087, -0.392918, -18.6064, 1.0458, -2.57154, -0.051817
