Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.041122, 0.006968, -0.975623, -0.029827, 0.059577, -0.035912
0.072573, 0.00161, -1.03406, -0.022201, 0.083224, -0.034839
0.088778, 0.001224, -1.14899, 0.002007, 0.103908, -0.042435
0.085492, -0.00706, -1.25776, -0.004371, 0.110512, -0.045248
0.102201, -0.01468, -1.40301, -0.013522, 0.127486, -0.054868
0.119728, -0.016377, -1.61228, 0.005294, 0.182523, -0.047426
0.135825, -0.02524, -1.78936, 0.009223, 0.165835, -0.04515
0.106181, -0.009643, -1.98659, 0.008274, 0.152083, -0.043667
0.104856, 0.017594, -2.25663, -0.031729, 0.176244, -0.042273
0.152287, 0.076602, -2.77085, -0.109036, 0.238303, -0.044274
0.164305, 0.162684, -3.60099, -0.154305, 0.268794, -0.046019
0.045252, 0.396273, -5.23117, -0.393347, 0.167444, -0.047899
-0.138072, 0.752115, -8.01807, -0.733672, 0.083211, -0.06476
-0.219627, 1.15705, -10.9655, -1.03818, 0.082594, -0.035518
-0.35524, 1.52148, -13.4172, -1.2447, 0.024006, 0.061339
-0.511948, 1.69417, -15.7677, -1.29072, 0.041448, 0.126261
-0.53271, 1.93732, -18.3227, -1.40643, 0.244232, 0.192148
-0.449495, 2.26783, -20.3672, -1.5723, 0.336435, 0.251571
-0.491919, 2.40968, -22.0056, -1.55362, 0.302455, 0.287345
-0.580986, 2.48172, -23.1194, -1.53367, 0.349914, 0.351375
-0.49561, 2.60994, -24.3248, -1.6098, 0.59283, 0.440898
-0.635265, 2.71561, -24.7409, -1.64873, 0.316071, 0.455577
-0.956961, 2.85757, -24.9665, -1.72975, -0.119262, 0.422305
-0.81676, 2.9706, -25.8728, -1.72507, 0.341675, 0.475481
-0.286804, 2.98275, -26.6802, -1.6657, 1.3194, 0.59916
-0.300386, 3.05794, -26.7884, -1.71383, 1.33622, 0.641783
-0.763275, 3.11629, -26.7395, -1.81845, 0.623161, 0.501124
-0.856249, 3.31285, -27.8587, -1.95854, 0.499997, 0.461814
-0.371264, 3.54923, -28.7937, -2.13772, 1.49327, 0.631514
-0.471526, 3.66009, -28.5144, -2.2057, 1.65055, 0.721477
-1.25782, 3.64419, -28.5165, -2.20411, 0.602118, 0.628261
-1.19756, 3.76166, -29.6237, -2.30302, 0.640715, 0.594722
-0.634153, 3.99065, -30.0579, -2.45811, 1.47029, 0.732577
-0.851541, 3.99855, -29.5544, -2.51181, 1.3459, 0.800559
-1.35696, 4.23201, -30.2218, -2.73073, 0.791399, 0.818986
-0.975132, 4.67796, -31.1438, -3.09434, 1.27973, 0.875921
-0.610018, 4.89261, -31.2304, -3.24426, 1.78122, 0.934739
-1.12108, 4.96133, -30.4529, -3.31063, 1.13711, 0.953103
-1.34689, 5.08799, -30.8057, -3.37482, 1.03372, 1.01529
-0.587559, 5.04695, -31.1845, -3.2987, 1.77575, 1.04374
-0.661143, 4.99989, -30.8365, -3.34439, 0.929159, 0.877126
-1.3004, 4.98288, -29.9592, -3.44814, -0.314972, 0.702236
-1.39727, 4.74887, -29.9567, -3.21387, -0.339958, 0.712391
-0.775796, 4.71018, -30.1405, -3.10053, 0.950262, 0.917463
-0.791094, 4.90111, -30.0745, -3.32793, 1.3146, 0.991785
-1.27449, 4.83423, -29.5087, -3.42247, 0.656375, 0.806702
-1.26137, 4.71939, -29.5451, -3.36177, 0.555215, 0.764975
-0.987853, 4.70254, -30.1704, -3.30021, 1.14637, 0.860821
-0.741715, 4.64167, -29.3515, -3.25401, 1.59001, 0.883355
-1.14704, 4.48891, -27.5378, -3.24175, 0.681032, 0.726201
-1.70751, 4.27751, -27.136, -3.12693, -0.528166, 0.565035
-1.39368, 4.10922, -26.9808, -3.00619, -0.420851, 0.567565
-1.10759, 4.21469, -27.3508, -3.1626, 0.349466, 0.637528
-1.02612, 4.32603, -27.014, -3.33522, 0.762532, 0.660516
-0.969066, 3.98634, -26.6869, -3.07937, 0.561709, 0.590028
-0.961417, 3.86838, -28.4796, -3.05272, 0.804178, 0.630437
-0.634256, 3.96457, -29.1363, -3.15601, 1.61508, 0.743904
-0.745481, 3.9058, -29.0186, -3.06313, 1.6025, 0.826753
-1.49233, 3.79491, -29.6486, -3.02964, 0.670564, 0.820741
-1.34373, 3.82134, -31.1208, -3.10486, 1.12133, 0.865197
-0.754385, 4.02283, -32.4193, -3.24322, 2.45127, 1.00483
-0.792115, 4.35756, -32.6952, -3.56851, 2.68342, 1.0453
-1.03967, 4.22816, -32.0339, -3.59653, 1.90502, 0.811601
-1.08238, 3.98813, -33.3181, -3.35837, 1.84643, 0.726166
-0.681174, 4.04369, -33.7169, -3.34832, 2.66184, 0.836606
-0.664119, 4.27007, -34.6667, -3.55047, 2.96553, 0.865977
