Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.652624, 0.304769, -3.91738, -0.36984, 0.524088, -0.089265
0.701525, 0.327698, -4.591, -0.43293, 0.545615, -0.117652
0.749251, 0.396947, -5.9855, -0.525426, 0.576812, -0.138478
0.91935, 0.498291, -7.79114, -0.614434, 0.752568, -0.146327
1.13244, 0.647267, -9.75383, -0.757878, 0.966567, -0.129474
1.22921, 0.853085, -11.8353, -0.943288, 1.07233, -0.115865
1.18616, 1.08516, -14.1784, -1.12533, 1.03841, -0.12463
1.11882, 1.3711, -17.0962, -1.40755, 1.07798, -0.140041
1.1094, 1.63552, -20.0688, -1.6746, 1.37516, -0.160304
1.09637, 1.97492, -22.1786, -1.96563, 1.50078, -0.12567
0.970205, 2.3208, -23.7781, -2.27181, 1.24758, -0.170622
0.794025, 2.58659, -25.4447, -2.47769, 0.805533, -0.211148
0.820525, 2.7884, -26.3836, -2.55037, 0.697191, -0.111335
0.787622, 2.87155, -27.4597, -2.48809, 0.697264, 0.018584
0.806125, 3.14786, -28.3433, -2.66391, 0.825712, 0.118262
1.01727, 3.45476, -28.4968, -2.89943, 0.944593, 0.14176
0.835542, 3.57634, -28.8357, -2.94753, 0.53684, 0.093284
0.926275, 3.73758, -30.135, -3.07677, 0.868974, 0.147925
1.44379, 3.70884, -29.3358, -2.96515, 1.5735, 0.234692
0.984985, 3.46082, -28.1513, -2.57857, 0.86232, 0.136364
0.394514, 3.27439, -27.3534, -2.32818, -0.145394, -0.054939
0.570205, 3.30895, -28.1729, -2.28761, -0.164558, -0.123079
0.863866, 3.47668, -28.4172, -2.37324, 0.267248, -0.124674
0.346788, 3.63191, -27.7706, -2.43685, -0.319265, -0.175282
0.064867, 3.73905, -28.3047, -2.49318, -0.703229, -0.232601
0.710087, 3.89322, -29.6368, -2.60909, 0.120917, -0.189812
0.892981, 4.07647, -28.9849, -2.79596, 0.441096, -0.097337
0.080065, 4.06954, -28.0958, -2.71155, -0.523725, -0.144811
0.030796, 4.09589, -29.2573, -2.63097, -0.834736, -0.170502
0.709824, 4.10482, -28.9744, -2.58853, -0.31459, -0.09528
0.01978, 4.14306, -29.124, -2.61424, -0.798936, -0.060324
-0.164444, 4.47474, -30.6104, -2.94948, -0.630747, 0.015741
0.937272, 4.84941, -31.1684, -3.27602, 0.627384, 0.177918
0.577709, 4.8813, -30.0255, -3.27789, 0.079948, 0.160764
-0.435978, 4.70082, -30.0982, -3.05696, -1.30766, 0.032312
0.224283, 4.74001, -31.6527, -3.03897, -0.389286, 0.169249
0.873325, 4.84262, -31.1114, -3.15037, 0.841049, 0.361274
-0.085351, 4.83603, -30.5789, -3.14129, -0.094412, 0.303596
-0.041195, 4.98074, -31.488, -3.27198, -0.163585, 0.303121
0.714705, 5.0712, -31.5351, -3.28499, 0.582787, 0.435151
0.14862, 5.13243, -31.9121, -3.34578, 0.202965, 0.422669
-0.160625, 5.35384, -32.2048, -3.54487, -0.264044, 0.391226
0.525762, 5.4792, -32.3111, -3.63033, 0.438747, 0.493459
0.100011, 5.47425, -31.8296, -3.60942, 0.251839, 0.522789
-0.343141, 5.42084, -32.0952, -3.5353, -0.214723, 0.420744
0.178407, 5.48231, -33.135, -3.4944, 0.15083, 0.392306
0.282138, 5.47623, -32.948, -3.34979, -0.003116, 0.3612
-0.437787, 5.53223, -32.9157, -3.32016, -0.835897, 0.304008
0.0665, 5.85757, -34.2118, -3.71207, 0.267792, 0.418151
