Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.488344, 0.522849, -3.26544, -0.147881, -0.077679, 0.010662
0.504216, 0.52348, -3.81647, -0.151468, -0.04833, 0.040775
0.535851, 0.53173, -4.58917, -0.17078, -0.062039, 0.064514
0.566468, 0.535045, -5.34195, -0.17402, -0.025235, 0.079469
0.56719, 0.549726, -6.02309, -0.200432, -0.050007, 0.05685
0.594601, 0.54355, -6.94338, -0.215529, -0.072096, -0.035158
0.640457, 0.55203, -8.01597, -0.23356, -0.018105, -0.086463
0.673427, 0.553718, -8.79859, -0.313345, 0.063931, -0.126279
0.732578, 0.578728, -9.46042, -0.350425, 0.226494, -0.159997
0.822462, 0.574969, -10.274, -0.272127, 0.440775, -0.158066
0.873106, 0.574753, -11.0312, -0.204409, 0.573349, -0.158856
0.896102, 0.587856, -11.5625, -0.156307, 0.525085, 0.013992
0.894666, 0.592026, -12.1778, -0.146417, 0.395886, 0.033963
0.903902, 0.59608, -12.9954, -0.162566, 0.303854, 0.023398
0.904908, 0.600907, -13.5793, -0.260185, 0.248189, -0.135253
0.909818, 0.609334, -14.1102, -0.32152, 0.275799, -0.18525
0.98928, 0.626249, -14.6541, -0.298814, 0.446406, -0.176903
1.11173, 0.661436, -15.1044, -0.190467, 0.84256, -0.115155
1.12915, 0.684817, -15.564, -0.182893, 0.885577, -0.047068
1.1344, 0.718749, -16.1741, -0.206809, 0.840471, 0.042469
1.15394, 0.785589, -16.9727, -0.295886, 0.863877, 0.099793
1.17601, 0.8437, -17.4409, -0.409387, 0.832513, 0.081794
1.1624, 0.863015, -18.2007, -0.584775, 0.646495, -0.103569
1.18933, 0.880093, -18.4362, -0.91682, 0.785158, -0.031679
1.25418, 0.856859, -18.5568, -0.978494, 0.988725, 0.001306
1.31959, 0.796215, -18.8417, -0.944354, 1.06254, -0.130924
1.37488, 0.718931, -19.2654, -0.798994, 1.08482, -0.197214
1.37237, 0.651083, -19.5172, -0.628253, 0.957083, -0.080871
1.36467, 0.58636, -20.1633, -0.300832, 0.816064, 0.018016
1.44361, 0.573318, -20.616, -0.120533, 1.00684, 0.025642
1.53336, 0.590568, -20.8353, -0.051396, 1.31755, 0.055276
1.57504, 0.635542, -21.2265, -0.054737, 1.38589, 0.133388
1.59782, 0.701932, -22.0339, -0.06858, 1.43273, 0.150889
1.59596, 0.795587, -22.7799, -0.189728, 1.53089, 0.060412
1.64835, 0.899291, -23.5929, -0.392829, 1.70194, -0.022639
1.69566, 0.988176, -23.9585, -0.636209, 1.91357, 0.002003
1.64465, 1.04123, -23.892, -0.922349, 1.89019, 0.13448
1.60321, 1.0594, -24.0709, -0.967551, 1.74764, 0.141845
1.64326, 1.08647, -24.3842, -0.945306, 1.87827, -0.151509
1.66528, 1.09132, -24.588, -1.03812, 1.86777, -0.15268
1.64686, 1.07322, -24.799, -1.00744, 1.7145, 0.185538
1.66262, 1.06574, -24.598, -0.963052, 1.79122, 0.16982
1.63125, 1.06379, -24.4089, -0.784027, 1.84669, -0.119051
1.58749, 1.07664, -24.6199, -0.779151, 1.65163, -0.120639
1.57591, 1.10433, -24.8743, -0.788545, 1.6268, 0.106474
1.54343, 1.12483, -24.9692, -0.921981, 1.53602, 0.195203
1.51739, 1.13544, -24.8631, -0.984461, 1.60267, 0.095845
1.53885, 1.16315, -24.5597, -1.13633, 1.75764, -0.139297
1.52867, 1.16615, -24.9055, -1.26378, 1.40442, -0.039594
1.48836, 1.13126, -24.9539, -1.12349, 1.1647, 0.160454
1.39247, 1.06278, -24.6361, -0.994466, 1.01181, 0.17587
1.47039, 1.04521, -24.6966, -0.978602, 1.19093, -0.150686
1.53728, 1.05073, -24.5673, -0.915989, 1.49063, -0.196089
1.46993, 1.0453, -24.1727, -0.734087, 1.51116, 0.022639
1.48915, 1.10565, -24.5175, -0.733564, 1.58429, 0.187821
1.51966, 1.18527, -24.7052, -0.866092, 1.70539, 0.132373
1.4728, 1.26509, -24.7004, -0.993438, 1.60014, -0.069521
1.36785, 1.31791, -24.9752, -1.1459, 1.39166, -0.103415
1.35712, 1.38074, -25.0369, -1.19983, 1.38365, 0.114473
1.31986, 1.40894, -24.9962, -1.30638, 1.2043, 0.139705
1.24759, 1.41697, -25.0076, -1.40579, 0.896496, -0.015459
1.20321, 1.41803, -24.7039, -1.46734, 0.718189, 0.045879
1.25313, 1.42057, -24.7853, -1.39926, 0.768412, 0.096816
1.26064, 1.40158, -24.9424, -1.37941, 0.709844, -0.001726
1.22195, 1.40933, -24.625, -1.48125, 0.693103, 0.063754
1.26885, 1.42758, -24.4675, -1.53317, 0.858471, 0.113925
1.37915, 1.45278, -24.6564, -1.72688, 1.25618, -0.137537
1.3609, 1.4448, -24.5153, -1.68407, 1.24562, -0.22503
1.27425, 1.41866, -24.5666, -1.57711, 0.947436, -0.234744
1.31455, 1.42232, -25.0008, -1.62786, 1.01556, -0.101414
1.33656, 1.45466, -24.8531, -1.76352, 1.32955, -0.021047
1.32625, 1.44979, -24.7808, -1.78385, 1.35505, -0.194086
1.31886, 1.44897, -24.7056, -1.82267, 1.32268, -0.078272
1.26934, 1.45082, -24.8132, -1.6185, 1.11822, 0.175963
1.24731, 1.45082, -25.4243, -1.47046, 0.797363, 0.079863
1.17766, 1.45117, -25.5949, -1.4365, 0.53436, -0.098602
1.16805, 1.46605, -25.2784, -1.43971, 0.516522, 0.002595
1.23006, 1.48695, -25.4422, -1.45251, 0.725615, 0.085296
1.32841, 1.54582, -25.6703, -1.5764, 1.33515, 0.059954
1.42542, 1.61328, -24.9963, -1.67625, 1.65405, 0.105165
1.38577, 1.65776, -25.1474, -1.49368, 1.3329, 0.052179
1.29931, 1.78146, -26.4555, -1.60101, 0.976033, 0.078855
1.21884, 1.91039, -26.8091, -1.8091, 0.875249, 0.236665
1.24685, 2.01165, -26.8598, -2.25132, 1.15153, 0.24541
1.35549, 2.05675, -27.058, -2.71513, 1.43108, -0.100908
1.30025, 1.97416, -26.5561, -2.77304, 1.13139, -0.19519
1.19762, 1.82656, -26.398, -2.50618, 0.618113, -0.098278
1.17716, 1.70199, -26.821, -2.10387, 0.329371, -0.04869
1.20571, 1.6146, -26.6341, -1.87616, 0.406553, 0.065841
1.32874, 1.58351, -26.2931, -1.74784, 0.756663, 0.194536
1.4752, 1.6231, -25.9375, -1.72376, 1.16417, 0.21226
1.45453, 1.68482, -26.3621, -1.52006, 1.14338, 0.111816
1.47998, 1.79676, -27.3245, -1.54915, 1.12271, 0.052702
1.49445, 1.90121, -27.3219, -1.77163, 1.35085, 0.064092
1.48481, 1.98084, -26.5911, -2.09526, 1.55465, 0.229326
1.54033, 2.0771, -27.0877, -2.40925, 1.5945, 0.165565
1.51622, 2.09271, -27.2579, -2.67445, 1.3921, -0.196744
1.38776, 2.00761, -27.0419, -2.60553, 0.888899, -0.163516
1.34406, 1.93179, -27.3522, -2.41897, 0.573762, 0.096029
1.41419, 1.88148, -27.3396, -2.42022, 0.861538, 0.135649
1.60819, 1.83368, -26.8863, -2.52018, 1.4364, -0.119992
1.65836, 1.74893, -26.6362, -2.25334, 1.38255, -0.241404
1.51229, 1.73536, -26.9736, -1.84531, 0.927706, 0.016025
1.51738, 1.7969, -27.4304, -1.73399, 0.955673, 0.192152
1.59081, 1.82975, -27.3772, -1.7731, 1.32041, 0.104388
1.6197, 1.86454, -27.0316, -2.1301, 1.62806, -0.176179
1.59708, 1.88839, -27.0707, -2.32647, 1.51353, -0.185998
1.57967, 1.92616, -27.1296, -2.32099, 1.59253, 0.142994
1.50123, 1.90531, -27.2761, -1.88452, 1.30761, -0.027437
1.43993, 1.96149, -28.0223, -1.96241, 1.09582, -0.165802
1.46313, 2.06925, -28.513, -2.12038, 1.2996, -0.080139
1.48945, 2.19063, -28.7471, -2.34683, 1.57734, 0.064222
1.45301, 2.2905, -28.9123, -2.4901, 1.60082, 0.010289
1.41539, 2.4158, -28.9393, -2.73302, 1.65075, -0.047403
1.37876, 2.57142, -28.8553, -2.8513, 1.50876, -0.039997
1.28767, 2.69492, -28.9246, -2.88497, 1.0806, 0.169631
1.16114, 2.79965, -28.9648, -3.00216, 0.597415, 0.243945
1.02649, 2.8439, -29.1311, -3.12335, 0.274855, 0.096522
1.16854, 2.87078, -28.2, -3.48221, 0.805862, -0.086003
1.24091, 2.85655, -27.7263, -3.92098, 1.00301, 0.197885
1.27401, 2.7316, -27.0585, -3.9035, 0.954467, 0.064782
1.23254, 2.57955, -26.4104, -3.58755, 0.661998, -0.218465
1.08105, 2.46888, -26.7589, -3.28618, 0.160121, -0.2653
1.12342, 2.43228, -27.2305, -3.29687, 0.176234, -0.026737
1.24067, 2.37983, -26.7341, -3.28335, 0.802683, 0.152173
1.40921, 2.3165, -25.9024, -3.18521, 1.34657, -0.065159
1.38062, 2.32081, -26.3017, -2.9587, 1.19162, -0.226346
1.31162, 2.3341, -26.0624, -2.63309, 0.964555, 0.028171
1.30075, 2.40227, -26.7371, -2.62162, 0.902914, 0.193955
1.39091, 2.48173, -27.6018, -3.02079, 1.27056, 0.263374
1.46877, 2.52705, -27.1437, -3.55979, 1.69182, -0.068854
1.52229, 2.47036, -26.3181, -3.59441, 1.72894, -0.14158
1.5107, 2.38172, -26.4058, -3.40139, 1.38893, -0.175895
1.35775, 2.3046, -26.9076, -3.04961, 0.739195, 0.010278
1.29545, 2.27117, -27.4613, -2.8356, 0.503034, 0.111831
1.43074, 2.24471, -27.3872, -2.90769, 0.899165, 0.146177
1.56351, 2.22591, -26.7419, -3.14011, 1.36296, -0.151304
1.50289, 2.19742, -26.8222, -2.99878, 0.991899, -0.201257
1.42803, 2.13214, -26.7135, -2.76393, 0.667219, 0.054884
1.45701, 2.1112, -26.9753, -2.71344, 0.852111, 0.14345
1.59648, 2.15095, -27.2654, -2.89439, 1.36901, -0.116872
1.65667, 2.15416, -26.5743, -2.95974, 1.80486, -0.214588
1.61423, 2.1105, -26.1957, -2.71737, 1.73948, -0.180903
1.5373, 2.10151, -26.9291, -2.31501, 1.2647, 0.112372
1.47527, 2.15045, -26.8374, -2.3141, 1.25679, 0.158195
1.49193, 2.19335, -26.7898, -2.42893, 1.45903, 0.086673
1.60394, 2.2851, -27.4935, -2.92598, 1.86315, -0.079579
1.65023, 2.31037, -27.0589, -3.2717, 2.0821, -0.009213
1.60578, 2.26191, -26.4368, -3.19633, 1.92123, -0.130951
1.4762, 2.22845, -27.3469, -2.82561, 1.11413, -0.185166
1.30303, 2.24181, -27.9662, -2.67233, 0.596006, 0.02278
1.26565, 2.25589, -28.1, -2.6757, 0.621237, 0.153034
1.46588, 2.28951, -27.9054, -3.02974, 1.44829, 0.184866
1.54455, 2.28991, -27.5738, -3.1462, 1.79494, -0.046257
1.53501, 2.27606, -27.2943, -3.01701, 1.67005, -0.091296
1.42373, 2.27268, -27.6207, -2.59182, 1.21101, -0.044318
1.38781, 2.33402, -28.407, -2.59674, 1.144, 0.080569
1.52899, 2.40006, -28.6161, -2.96382, 1.63152, 0.213782
1.56751, 2.43174, -28.594, -3.44228, 1.8794, 0.143085
1.57971, 2.40737, -28.2631, -3.57781, 1.86125, -0.064051
1.55633, 2.36179, -28.2308, -3.38606, 1.69843, -0.111324
1.47097, 2.32306, -28.8507, -2.86506, 1.12216, -0.075423
1.42159, 2.31874, -29.4387, -2.79765, 0.989927, 0.149555
1.44915, 2.34048, -29.0163, -3.05248, 1.46291, 0.211878
1.58978, 2.35892, -28.4919, -3.22613, 1.9358, -0.00714
1.61879, 2.36271, -28.6851, -3.20303, 1.85457, -0.093063
1.4139, 2.34366, -28.6345, -2.93978, 0.986822, -0.042702
1.36079, 2.35928, -29.2524, -2.98426, 0.767778, 0.124298
