Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.385198, 0.417403, -1.6328, 0.037206, -0.129036, -0.059506
0.394515, 0.41511, -1.63277, 0.058671, -0.125564, -0.060593
0.389591, 0.412049, -1.61472, 0.036768, -0.142962, -0.062647
0.386319, 0.413592, -1.6447, 0.03069, -0.160952, -0.05366
0.383148, 0.421182, -1.6471, -0.013663, -0.166211, -0.062101
0.383342, 0.419388, -1.61871, -0.005342, -0.19279, -0.057303
0.381819, 0.430287, -1.53643, -0.013622, -0.195651, -0.065069
0.380118, 0.429098, -1.45785, -0.039198, -0.215097, -0.060281
0.381758, 0.429728, -1.39991, -0.052561, -0.17947, -0.074215
0.397665, 0.434125, -1.29298, -0.030163, -0.163047, -0.063991
0.393918, 0.427648, -1.24677, -0.044555, -0.191651, -0.069526
0.393563, 0.435628, -1.29538, -0.063696, -0.183472, -0.076627
0.387027, 0.44128, -1.26328, -0.111058, -0.178072, -0.073546
0.37089, 0.44043, -1.10228, -0.11975, -0.197796, -0.078236
0.380443, 0.442764, -0.943147, -0.130079, -0.173341, -0.069586
0.383086, 0.44262, -0.734022, -0.13667, -0.135333, -0.076299
0.389734, 0.44317, -0.693823, -0.131959, -0.109885, -0.077114
0.394388, 0.437394, -0.806826, -0.125959, -0.084787, -0.087883
0.391014, 0.437774, -0.893188, -0.07998, -0.069408, -0.085641
0.398088, 0.4291, -0.999846, -0.07088, -0.061219, -0.085411
0.400351, 0.43064, -1.20891, -0.038504, -0.0266, -0.074251
0.404002, 0.416231, -1.48224, -0.002623, -0.056178, -0.064233
0.402643, 0.410364, -1.76023, 0.019255, -0.041465, -0.075037
0.416215, 0.406501, -2.05803, 0.052966, -0.040435, -0.072403
0.414902, 0.404485, -2.44857, 0.058157, -0.030281, -0.071974
0.50988, 0.419256, -3.12379, 0.007929, 0.108931, -0.072422
0.457222, 0.419116, -4.30525, -0.031617, -0.0163, -0.068403
0.450453, 0.408449, -4.89859, 0.067689, -0.034735, -0.064136
0.450896, 0.425021, -5.5793, 0.076576, -0.063404, -0.074226
0.161993, 0.2958, -6.37524, 0.272191, -0.758458, -0.073447
0.487898, 0.540139, -7.33049, -0.159081, -0.073177, -0.082204
0.503121, 0.403665, -8.0082, -0.073389, -0.109343, -0.090359
0.517657, 0.388868, -8.86197, -0.041515, -0.104339, -0.102387
0.604883, 0.428193, -9.85922, -0.0711, 0.013832, -0.100244
0.693221, 0.396562, -10.4335, -0.042505, 0.13849, -0.114495
0.787171, 0.360259, -10.9929, 0.031837, 0.290766, -0.098302
0.954056, 0.360055, -12.1498, 0.106152, 0.537613, -0.040757
1.09874, 0.397047, -13.1106, 0.110243, 0.793835, -0.016845
1.1784, 0.428285, -13.6338, 0.068886, 0.946695, 0.022794
1.25498, 0.439365, -14.2767, -0.009813, 1.12891, 0.033507
1.3591, 0.422734, -14.77, -0.22604, 1.57426, 0.021857
1.32168, 0.355407, -15.1007, -0.20504, 1.67451, -0.017606
