Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.156643, 0.665575, -4.93753, 0.058367, 0.523491, -0.466765
0.142535, 0.662413, -5.0362, 0.070922, 0.536362, -0.471503
0.115435, 0.672004, -5.20523, 0.092263, 0.546369, -0.472
0.113601, 0.689982, -5.27602, 0.050493, 0.573555, -0.47441
0.133771, 0.758459, -5.4438, -0.018262, 0.636654, -0.472305
0.094074, 0.831974, -5.71252, -0.071185, 0.672491, -0.492905
0.051624, 0.905934, -6.09781, -0.110289, 0.692057, -0.509164
0.013687, 1.01221, -6.53691, -0.172989, 0.704901, -0.492007
0.035094, 1.1515, -6.87746, -0.276642, 0.769076, -0.454903
0.035571, 1.30612, -7.32056, -0.383822, 0.800138, -0.414397
0.018798, 1.47536, -7.97117, -0.479123, 0.853706, -0.380051
-0.078297, 1.70738, -9.16276, -0.539992, 0.843848, -0.328427
-0.138735, 2.0585, -10.8988, -0.66951, 0.848153, -0.27703
-0.071714, 2.48262, -13.1931, -0.72133, 0.967922, -0.221146
0.004545, 2.90397, -16.0669, -0.636198, 1.03358, -0.09283
0.088324, 3.61438, -19.2526, -0.728628, 1.08606, 0.040566
0.222379, 4.3665, -22.4637, -0.864788, 1.16708, 0.056527
0.469131, 4.99977, -25.4056, -0.864817, 1.2773, 0.109284
0.894347, 5.27703, -26.8475, -0.794675, 1.64322, 0.296864
1.16624, 5.46522, -27.074, -0.949697, 1.9888, 0.456488
0.742148, 5.71053, -27.3745, -1.16054, 1.59208, 0.345653
0.587963, 5.81946, -26.9634, -1.35137, 1.50051, 0.303695
0.752146, 5.53205, -26.6074, -1.20853, 1.73243, 0.505427
1.02382, 5.19789, -25.5004, -1.19359, 2.13654, 0.744931
0.838752, 4.82127, -24.364, -1.13043, 2.03322, 0.757527
0.078728, 4.39924, -23.7949, -0.808975, 1.29014, 0.536065
-0.222801, 3.94091, -22.7473, -0.639293, 1.07486, 0.485202
-0.280073, 3.36037, -21.8487, -0.331314, 1.08677, 0.519391
-0.683703, 3.03874, -21.4316, -0.171336, 0.715346, 0.373354
-0.999093, 3.11055, -20.8528, -0.328225, 0.527397, 0.227927
-1.12393, 3.07056, -21.4235, -0.163213, 0.409813, 0.215725
-1.11214, 2.93987, -22.2099, 0.087733, 0.3007, 0.178483
-0.915726, 2.84649, -21.724, 0.018395, 0.598033, 0.162072
-1.14412, 3.07669, -22.1865, -0.08324, 0.401086, 0.117032
-1.29866, 3.51728, -23.58, -0.115539, 0.073775, 0.067532
-0.904767, 3.80407, -24.0253, -0.319585, 0.398584, 0.208362
-0.814771, 4.04665, -24.3802, -0.527011, 0.550395, 0.283811
-1.06713, 4.52524, -25.4274, -0.761307, 0.200639, 0.172156
-0.795495, 4.78636, -25.8591, -0.803967, 0.350448, 0.239699
-0.539912, 4.90027, -26.3403, -0.795547, 0.590844, 0.391737
-0.570282, 4.8559, -26.6787, -0.701889, 0.598833, 0.44293
-0.275135, 4.92232, -26.8028, -0.765207, 0.9205, 0.552109
-0.199433, 5.41847, -27.6666, -0.967805, 0.904831, 0.599706
-0.394327, 5.86503, -27.7281, -1.39624, 0.713598, 0.49455
-0.285485, 5.59884, -26.3492, -1.50721, 1.02327, 0.577508
-0.4152, 5.37007, -26.2212, -1.36753, 0.919615, 0.620719
-0.642113, 5.82885, -26.6807, -1.66152, 0.604016, 0.513909
-0.824145, 6.28214, -26.4876, -2.05221, 0.471661, 0.452636
-0.858376, 5.97773, -25.5932, -1.93703, 0.587476, 0.485881
-0.467245, 5.08697, -24.9984, -1.2866, 1.00407, 0.672581
-0.347957, 4.63181, -25.3753, -0.782687, 1.04815, 0.759128
-0.848871, 5.12786, -26.1425, -1.04493, 0.517811, 0.621702
-1.05906, 5.52461, -26.1268, -1.3843, 0.341588, 0.608754
-0.537891, 5.47236, -25.8276, -1.46848, 0.848979, 0.849786
-0.199748, 5.38006, -26.1326, -1.43395, 1.10243, 1.01367
-0.427999, 5.78764, -26.6433, -1.69981, 0.914612, 0.948701
-0.458057, 6.01628, -26.7942, -1.76279, 0.933326, 0.919605
0.008844, 5.85989, -27.1531, -1.58285, 1.32863, 1.09456
0.342157, 5.56825, -27.4535, -1.36251, 1.63937, 1.22116
0.354071, 5.52412, -27.6687, -1.27691, 1.71426, 1.21209
0.382435, 5.89585, -27.9651, -1.46794, 1.76067, 1.21598
0.569277, 6.08575, -27.9761, -1.75638, 1.90067, 1.29068
0.61872, 5.80419, -27.6338, -1.76491, 2.02048, 1.34326
0.316353, 5.7544, -27.4929, -1.81694, 1.77278, 1.20002
0.415928, 5.88726, -27.6241, -1.83687, 1.8729, 1.14794
0.454424, 5.87729, -27.6823, -1.88439, 1.98678, 1.08952
0.336617, 5.7183, -27.2665, -2.06824, 2.02591, 1.03635
0.190612, 5.50287, -27.5666, -1.86059, 1.90768, 1.01391
0.314831, 5.52913, -27.8388, -1.67888, 1.95159, 0.992877
0.216336, 5.65901, -27.981, -1.82598, 1.91824, 0.972595
-0.209851, 5.58792, -28.3286, -1.80906, 1.53571, 0.9913
-0.193654, 5.44585, -28.6001, -1.59929, 1.46065, 1.02552
-0.057416, 5.57764, -29.0487, -1.48882, 1.48228, 1.06478
-0.244973, 5.47799, -28.7599, -1.41977, 1.33648, 0.956045
-0.382986, 4.98733, -28.2177, -1.12574, 1.32377, 0.992938
-0.488647, 4.84874, -28.6411, -0.917073, 1.14381, 1.0525
-0.483165, 4.80058, -28.5979, -0.759639, 1.05398, 0.966925
-0.599157, 4.67899, -28.1302, -0.698645, 1.01806, 0.944631
-0.884249, 4.42917, -28.2521, -0.538922, 0.755964, 0.943906
