Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.289858, 0.233824, -1.26663, -0.53769, -0.432198, 0.038237
0.283954, 0.223814, -1.25884, -0.546897, -0.442261, 0.025342
0.285848, 0.202617, -1.30481, -0.513743, -0.435584, 0.030833
0.282302, 0.181957, -1.39508, -0.477932, -0.432568, 0.034542
0.256585, 0.163287, -1.60401, -0.452045, -0.443078, 0.042066
0.178842, 0.136371, -2.29566, -0.34675, -0.495896, 0.045459
-0.08679, 0.110801, -3.58781, -0.127521, -0.668614, 0.060538
-0.672749, 0.087049, -5.80166, 0.345094, -1.11515, 0.077995
-1.33854, 0.009071, -8.57033, 1.08441, -1.48212, 0.073445
-1.73089, 0.14944, -11.331, 1.66983, -1.47283, 0.109954
-2.41602, 0.343537, -14.3147, 2.15788, -1.98375, 0.030507
-2.80853, 0.876708, -16.9519, 2.17892, -2.10238, -0.18059
-3.17935, 1.38454, -18.6511, 2.0399, -2.28865, -0.293557
-3.55781, 1.49512, -19.5325, 2.10323, -2.37344, -0.146698
-3.87756, 1.54408, -20.2126, 2.11682, -2.38849, 0.00638
-4.00846, 1.7325, -20.6318, 1.95262, -2.52201, -0.061999
-4.18084, 2.02485, -20.9084, 1.70953, -2.80195, -0.214849
-4.45132, 2.22366, -21.213, 1.55565, -2.95641, -0.306864
-4.56375, 2.27115, -21.3638, 1.54354, -2.89877, -0.297759
-4.58344, 2.27538, -21.4898, 1.65846, -2.79773, -0.276664
-4.78679, 2.35914, -21.773, 1.75135, -2.95083, -0.366892
-4.94362, 2.53038, -22.0527, 1.69462, -3.02247, -0.515786
-4.99354, 2.64608, -22.4465, 1.68054, -2.95586, -0.544461
-5.11636, 2.73454, -22.9879, 1.79795, -2.82851, -0.461314
-5.22812, 2.8873, -23.4522, 1.81536, -2.82363, -0.417736
-5.24872, 3.13002, -24.1331, 1.7303, -2.78758, -0.459179
-5.30769, 3.35711, -24.5446, 1.55263, -2.77127, -0.42969
-5.37046, 3.55715, -24.8154, 1.38539, -2.70582, -0.324683
-5.35515, 3.7405, -25.0562, 1.29671, -2.54735, -0.231871
-5.31054, 3.86603, -25.0785, 1.21367, -2.49888, -0.189875
-5.45118, 3.93946, -25.2842, 1.18031, -2.68487, -0.219438
-5.52334, 4.02891, -25.6894, 1.09014, -2.70134, -0.220877
-5.48292, 4.11699, -26.017, 1.04143, -2.53811, -0.155528
-5.47868, 4.23192, -26.1573, 0.982127, -2.41897, -0.089232
-5.62634, 4.20257, -26.2262, 0.963823, -2.60192, -0.141911
-5.70927, 4.09547, -26.114, 0.981574, -2.77143, -0.208459
-5.70806, 4.10822, -26.0134, 0.875695, -2.72435, -0.188911
