Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
-0.95725, 2.05968, -12.7434, 0.382189, 0.764167, 0.279875
-1.22788, 2.29039, -13.319, 0.862334, 1.19735, 0.084141
-1.59529, 2.44697, -13.7226, 1.29648, 1.30962, -0.119296
-1.79241, 2.58067, -14.0736, 1.71835, 1.67741, -0.275839
-1.99952, 2.56697, -13.7668, 2.21993, 2.16717, -0.316032
-2.17234, 2.57248, -13.553, 2.91083, 3.0025, -0.283997
-2.2573, 2.52687, -13.2947, 3.92025, 4.19028, -0.269063
-2.23603, 2.32013, -12.6576, 5.76791, 5.94076, -0.438035
-2.28112, 2.18879, -12.5692, 7.69886, 7.75073, -0.912579
-2.36771, 2.16407, -12.8054, 9.12259, 8.97974, -1.26481
-2.47494, 2.31787, -12.9626, 8.90118, 9.07704, -0.618061
-2.67484, 2.56729, -13.2594, 7.25349, 7.22056, -0.076699
-2.89525, 2.75067, -13.3987, 5.26511, 4.82617, 0.486531
-2.99668, 2.91934, -13.5857, 3.80426, 3.19768, 0.89095
-3.0915, 2.97474, -13.8645, 3.31524, 2.51181, 0.792359
-3.17959, 2.99847, -14.1039, 3.32725, 2.81434, 0.557585
-3.04235, 2.92666, -13.9888, 3.81835, 4.01989, 0.495702
-2.95445, 2.81947, -13.8741, 4.86295, 5.49239, 0.675376
-2.85105, 2.71109, -13.6711, 5.62583, 5.93528, 0.820724
-2.98287, 2.73128, -13.7484, 5.89755, 4.64348, 0.728602
-3.18406, 2.92412, -14.1305, 5.27339, 2.84524, 0.64723
-3.26844, 3.17732, -14.5979, 4.17108, 1.88013, 0.777462
-3.37217, 3.4547, -15.2287, 3.73518, 1.83429, 1.19431
-3.18308, 3.49627, -15.227, 3.92417, 2.79566, 1.75974
-3.03728, 3.40977, -14.9508, 4.47432, 3.68697, 1.75328
-3.08709, 3.44597, -15.0229, 4.51547, 3.56477, 1.0715
-3.2334, 3.61252, -15.1834, 3.64578, 2.22769, 0.645881
-3.28123, 3.68451, -15.1382, 2.68056, 1.3157, 1.0351
-3.27663, 3.80673, -15.3727, 1.80642, 0.947587, 1.38397
-3.3267, 3.91221, -15.575, 1.31958, 0.42358, 1.22929
-3.34242, 3.98566, -15.7117, 0.855065, -0.088805, 1.03227
-3.3919, 4.0973, -15.956, 0.139776, -0.593001, 0.925625
-3.53161, 4.29347, -16.5237, -0.563959, -1.08563, 0.938732
-3.4345, 4.3022, -16.5416, -0.399844, -0.638622, 1.22207
-3.42185, 4.2942, -16.5871, -0.316663, -0.304363, 1.34925
-3.5388, 4.44158, -17.0504, -0.831217, -0.51633, 1.33183
-3.66195, 4.60822, -17.4934, -1.51964, -0.889184, 1.34515
-3.6883, 4.60412, -17.5541, -1.87842, -1.12051, 1.36875
-3.71182, 4.58742, -17.692, -2.25973, -1.45624, 1.35813
-3.83244, 4.66741, -18.1662, -2.78912, -2.14886, 1.1749
-3.83876, 4.70495, -18.7031, -2.98967, -2.36802, 1.22696
-3.61837, 4.49066, -18.3243, -3.01344, -2.40932, 1.22479
-3.38736, 4.22104, -18.031, -3.1791, -2.41118, 1.11667
-3.07928, 3.94744, -18.0633, -3.13446, -2.13964, 1.02965
-2.76209, 3.4871, -17.6489, -3.51002, -2.454, 0.917417
-2.52185, 3.05281, -17.3542, -4.54255, -3.4405, 0.740256
-2.06906, 2.33788, -16.0435, -4.1254, -3.48619, 0.42549
-1.81424, 1.88495, -15.9586, -3.5996, -3.42289, 0.220515
-1.48853, 1.46781, -15.7685, -3.0194, -3.07815, 0.238938
-1.34853, 1.13971, -15.2894, -2.47364, -2.81359, 0.292968
-1.20771, 0.893763, -14.7325, -2.06688, -2.53418, 0.273905
-1.19024, 0.715566, -14.4362, -1.84581, -2.30755, 0.150765
-1.3015, 0.523863, -14.1571, -1.48924, -2.20024, 0.021676
-1.4114, 0.42347, -14.2079, -1.30938, -2.24928, -0.0646
-1.5826, 0.358517, -14.1571, -1.21084, -2.39965, -0.105539
-1.59579, 0.271821, -14.2121, -0.989192, -2.69706, -0.121198
-1.58265, 0.287956, -14.6713, -0.809169, -3.22723, -0.01492
-1.37543, 0.382565, -14.8192, -0.952242, -3.18782, 0.100173
-1.01305, 0.550486, -15.5595, -1.22447, -2.68257, 0.107718
-0.579722, 0.721728, -15.9824, -1.52439, -2.01113, 0.111989
-0.141244, 0.924883, -16.5362, -1.86652, -1.2645, 0.135119
0.287984, 1.06728, -16.4353, -2.08752, -0.580912, 0.135515
0.478839, 1.10381, -15.717, -2.05451, -0.21453, 0.083885
0.688881, 1.13523, -15.815, -2.02185, 0.069757, -0.01136
0.767927, 1.1734, -15.4463, -2.00308, 0.310788, -0.053096
0.697186, 1.10767, -14.4186, -1.97951, 0.586852, -0.106384
0.662692, 1.14663, -14.5543, -2.16364, 0.565151, -0.109715
0.589702, 1.14549, -14.7748, -2.1803, 0.509814, -0.078365
0.442721, 1.10284, -14.2039, -2.1235, 0.355165, -0.075282
0.273358, 1.07402, -14.2621, -2.12479, 0.081178, -0.115069
0.107315, 1.06008, -14.2751, -2.08675, -0.153081, -0.11277
-0.060751, 1.07469, -14.67, -2.03785, -0.367343, -0.082498
-0.191709, 1.13031, -14.9239, -2.10089, -0.576773, -0.102264
-0.304456, 1.16999, -15.5121, -1.99435, -0.842192, -0.155699
-0.314707, 1.29213, -16.5059, -1.98538, -1.11169, -0.12363
-0.292385, 1.37404, -16.6218, -2.08644, -1.08582, 0.034058
-0.297387, 1.47017, -16.6575, -2.2117, -1.09006, 0.091551
-0.208698, 1.72075, -17.9773, -2.54797, -1.07164, 0.07361
-0.199368, 1.91271, -18.6161, -2.92409, -0.964033, 0.151107
-0.219653, 1.89192, -18.3956, -3.116, -0.841757, 0.228054
-0.209779, 1.85924, -18.7851, -3.33465, -0.939849, 0.213026
-0.176216, 1.73169, -18.526, -3.39939, -0.963053, 0.091884
-0.122906, 1.46301, -17.8787, -3.13802, -0.88371, -0.032523
-0.134847, 1.16558, -17.3603, -2.72577, -0.898879, -0.11087
-0.068716, 0.930759, -16.9686, -2.33215, -0.931528, -0.080993
0.046554, 0.718573, -16.238, -1.91475, -0.809325, 4.4e-05
0.14164, 0.575089, -16.3955, -1.61881, -0.698085, 0.007535
0.314105, 0.497481, -17.0009, -1.3382, -0.468862, 0.010924
0.35023, 0.482365, -16.8661, -1.16545, -0.353927, -0.009192
0.429207, 0.595718, -17.511, -1.24978, -0.115574, 0.026652
0.449581, 0.716209, -18.0709, -1.49097, 0.114732, 0.094497
0.243633, 0.812974, -17.9508, -1.63828, -0.034988, 0.069749
0.1775, 0.888588, -18.334, -1.77219, -0.164727, -0.025389
0.029552, 0.937921, -18.3942, -1.97014, -0.325005, -0.089701
-0.204051, 0.923946, -18.0576, -2.03451, -0.679373, -0.119581
-0.30392, 0.904768, -18.6224, -1.97271, -0.884648, -0.121796
-0.476799, 0.809702, -18.3603, -1.80112, -1.06112, -0.10151
-0.688223, 0.816414, -18.488, -1.63488, -1.31694, -0.122374
-0.861286, 0.899752, -19.4288, -1.63405, -1.5863, -0.172697
-1.05272, 0.942378, -19.2786, -1.63376, -1.72836, -0.143376
-1.23041, 0.994643, -19.201, -1.67991, -1.89259, -0.116045
-1.42068, 1.0438, -19.6611, -1.6159, -2.05077, -0.112411
-1.60512, 1.07122, -19.509, -1.59114, -2.18522, -0.095386
-1.68422, 1.08762, -19.1585, -1.49039, -2.26492, -0.115068
-1.86616, 1.18842, -19.6825, -1.49816, -2.42303, -0.154129
-1.96021, 1.24369, -19.6615, -1.54819, -2.47575, -0.111688
-2.04992, 1.2774, -19.6236, -1.54919, -2.62999, 0.026235
-2.10035, 1.34144, -19.9117, -1.59496, -2.76356, 0.105631
-2.11023, 1.35287, -19.5995, -1.55402, -2.71279, 0.112628
-2.19021, 1.41211, -19.9194, -1.54657, -3.07424, 0.009777
-2.17016, 1.50309, -20.1762, -1.89148, -3.40724, 0.014593
-2.11988, 1.50692, -19.5516, -1.96605, -3.51384, -0.039405
-2.00819, 1.61606, -20.0562, -2.20972, -3.67394, -0.115452
-1.84464, 1.76333, -21.0373, -2.59763, -3.58513, 0.05728
-1.63487, 1.71403, -20.2668, -2.69785, -3.10921, 0.27019
-1.46722, 1.71145, -20.4395, -2.84292, -2.96987, 0.253039
-1.27111, 1.65814, -20.2305, -3.01974, -2.79675, 0.123989
-1.14604, 1.48141, -19.0133, -2.88259, -2.55233, -0.020171
-1.05762, 1.35798, -18.9302, -2.79627, -2.42178, -0.097224
-0.995478, 1.22887, -18.562, -2.65822, -2.28956, 0.034356
-0.93344, 1.08869, -17.4323, -2.33874, -2.3142, 0.061412
-0.803648, 1.06915, -17.4418, -2.03927, -2.30133, -0.118954
-0.67297, 1.18712, -18.1243, -2.07308, -2.11153, -0.147346
-0.487258, 1.33776, -18.7108, -2.23705, -1.81417, -0.078096
-0.228984, 1.61877, -19.4904, -2.69603, -1.41595, 0.088162
0.061982, 1.77319, -19.4775, -2.93625, -0.938014, 0.172724
0.292814, 1.82894, -19.4335, -2.94958, -0.616838, 0.053505
0.538899, 1.84813, -19.2956, -2.93961, -0.268242, -0.01345
0.652133, 1.85206, -19.0616, -3.07397, -0.050542, 0.056026
0.7141, 1.83499, -18.6918, -3.20941, 0.158623, 0.153853
0.735857, 1.8003, -18.6004, -3.30433, 0.467293, 0.132974
0.646344, 1.64608, -18.1107, -3.19121, 0.585295, 0.020879
0.463223, 1.44924, -17.7214, -2.95596, 0.40675, -0.059523
0.253843, 1.33083, -17.8063, -2.79294, 0.054936, -0.087061
-0.013643, 1.2332, -17.9631, -2.66378, -0.371712, -0.093708
-0.241305, 1.12009, -17.6972, -2.43268, -0.717534, -0.114119
-0.33992, 1.00138, -17.6257, -2.15201, -0.930361, -0.161662
-0.430475, 1.02567, -17.8789, -2.01379, -1.04638, -0.093716
-0.521345, 1.10425, -18.4882, -1.89375, -1.30752, -0.012614
-0.523568, 1.2594, -19.0221, -2.02832, -1.41134, 0.099405
-0.564887, 1.43139, -19.6669, -2.19256, -1.41064, 0.045202
-0.607386, 1.66532, -20.3429, -2.47603, -1.54143, -0.033633
-0.565226, 1.86934, -20.9925, -2.75382, -1.55408, -0.002197
-0.523027, 1.92573, -21.1698, -2.83576, -1.31534, 0.123276
-0.543359, 1.94847, -20.737, -2.97182, -1.17627, 0.237838
-0.615227, 1.98262, -20.9319, -3.16154, -1.19515, 0.280832
-0.702632, 1.9774, -21.1413, -3.47764, -1.25395, 0.144336
