Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.515947, 0.587674, -3.10567, -0.24084, 0.084885, -0.002384
0.512766, 0.603595, -3.27639, -0.265443, 0.068766, 0.01996
0.506266, 0.623982, -3.50381, -0.287907, 0.043968, 0.028392
0.502713, 0.646371, -3.74549, -0.330165, 0.019121, 0.033081
0.505356, 0.675228, -4.0112, -0.344341, 0.018891, 0.042811
0.5117, 0.708803, -4.40147, -0.361186, 0.020294, 0.065609
0.51498, 0.743079, -4.76782, -0.41652, -0.004653, 0.082045
0.525597, 0.77637, -5.12616, -0.433639, -0.026612, 0.091596
0.529635, 0.801687, -5.63175, -0.514185, -0.015046, 0.099197
0.513136, 0.772331, -6.14365, -0.483062, -0.086713, 0.059227
0.558723, 0.896099, -6.54953, -0.844933, 0.070962, 0.0193
0.626103, 0.841123, -6.80524, -0.84452, 0.26728, -0.055163
0.67368, 0.819106, -6.9695, -0.847969, 0.380572, -0.095208
0.678195, 0.819957, -7.23578, -0.861988, 0.404027, -0.113141
0.66872, 0.818579, -7.86588, -0.781093, 0.394761, -0.126073
0.669642, 0.855804, -8.70599, -0.622739, 0.380777, -0.08454
0.682185, 0.919128, -9.36191, -0.694538, 0.425104, 0.045335
0.688042, 0.992723, -9.97554, -0.774963, 0.411361, 0.089073
0.684974, 1.04768, -10.4708, -0.891392, 0.351621, 0.112699
0.646784, 1.10563, -11.1033, -1.04896, 0.237301, 0.123478
0.611936, 1.1423, -11.833, -1.32936, 0.224176, 0.045175
0.662643, 1.08158, -11.8781, -1.40169, 0.462739, -0.051956
0.707098, 0.918246, -11.3788, -1.19939, 0.499364, -0.107688
0.676069, 0.776419, -11.4469, -0.937106, 0.397992, -0.168979
0.617499, 0.657128, -11.641, -0.695274, 0.246921, -0.197323
0.596432, 0.593405, -11.8485, -0.505826, 0.128861, -0.170142
0.619797, 0.590318, -11.9576, -0.354571, 0.185764, 0.050387
0.671076, 0.627417, -11.8923, -0.308368, 0.366133, 0.104626
0.709848, 0.707387, -11.7556, -0.376176, 0.459825, 0.135489
0.725569, 0.817493, -12.1169, -0.530473, 0.493617, 0.14509
0.745271, 0.969853, -12.6524, -0.710706, 0.54383, 0.123177
