Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.923008, 0.905454, -1.90283, -0.727885, 0.149249, -0.110506
0.958994, 0.877147, -1.95331, -0.708566, 0.189816, -0.11779
0.984186, 0.844457, -2.08031, -0.677402, 0.2073, -0.131736
0.996048, 0.811817, -2.23356, -0.64347, 0.240601, -0.149517
1.0065, 0.789722, -2.3988, -0.631934, 0.250651, -0.160154
1.01823, 0.772604, -2.63457, -0.618161, 0.278875, -0.171671
1.07667, 0.780284, -2.9507, -0.630891, 0.337124, -0.158944
1.12265, 0.829285, -3.49646, -0.683194, 0.425459, -0.136468
1.12186, 0.876941, -4.17132, -0.739324, 0.479345, -0.13285
1.17301, 0.894175, -4.7258, -0.793473, 0.555722, -0.144728
1.34503, 0.945174, -5.36728, -0.890769, 0.752597, -0.138322
1.58211, 1.13407, -6.20748, -1.09138, 1.01407, -0.051419
1.7198, 1.32984, -7.24897, -1.31976, 1.29436, 0.030942
1.74844, 1.45726, -8.16197, -1.50151, 1.42159, 0.053965
1.82791, 1.51301, -8.71888, -1.65267, 1.48846, 0.049717
1.91792, 1.64236, -9.12203, -1.85312, 1.54551, 0.099977
2.06585, 1.78648, -9.76693, -2.0191, 1.73002, 0.157009
2.27827, 1.82758, -10.5678, -2.10681, 2.04455, 0.157789
2.50372, 1.89732, -11.4957, -2.22945, 2.42001, 0.170596
2.64069, 1.98036, -12.3183, -2.37671, 2.66965, 0.190431
2.73397, 2.09717, -13.0947, -2.53583, 2.8612, 0.209086
2.8933, 2.37584, -13.9376, -2.82761, 3.14418, 0.377044
3.01127, 2.74682, -14.7192, -3.21754, 3.36081, 0.603057
3.14471, 3.15773, -15.5829, -3.57965, 3.65093, 0.859551
3.30435, 3.35739, -16.4644, -3.70336, 4.06019, 0.974828
3.35878, 3.38535, -17.0192, -3.68585, 4.28862, 0.950865
3.258, 3.31162, -17.1934, -3.62424, 4.27615, 0.86931
3.07471, 3.16183, -16.9772, -3.50424, 4.02374, 0.729195
2.93658, 3.19226, -16.7913, -3.56221, 3.83248, 0.745059
2.77442, 3.22319, -16.6836, -3.60777, 3.61779, 0.765042
2.63518, 3.20409, -16.4945, -3.63236, 3.43779, 0.728101
2.47484, 3.2579, -16.5465, -3.70619, 3.25559, 0.732833
2.35452, 3.26991, -16.4499, -3.81516, 3.05967, 0.719509
2.28704, 3.25714, -16.3255, -3.82108, 2.92702, 0.682212
2.29158, 3.41388, -16.4674, -3.94734, 2.96313, 0.778875
2.2867, 3.56919, -16.5857, -4.08539, 2.99968, 0.855189
2.28011, 3.63698, -16.7813, -4.16499, 3.05879, 0.869742
2.29042, 3.68733, -16.6873, -4.25779, 3.00549, 0.864562
2.22519, 3.73216, -16.6693, -4.35292, 2.94848, 0.871715
2.22539, 3.79125, -17.0039, -4.37297, 3.11617, 0.879217
2.25995, 3.76075, -17.2443, -4.31145, 3.23124, 0.843666
2.21434, 3.68936, -17.3805, -4.2712, 3.29327, 0.766929
2.19662, 3.75827, -17.5111, -4.35893, 3.29141, 0.801601
2.18056, 3.82204, -17.6312, -4.42631, 3.25461, 0.847144
2.11965, 3.85021, -17.7798, -4.43364, 3.26306, 0.865936
2.05396, 3.85629, -17.842, -4.43994, 3.20145, 0.862812
2.06952, 3.84839, -17.8474, -4.39619, 3.21399, 0.882931
2.04733, 3.8104, -17.7643, -4.32652, 3.1831, 0.884388
2.04724, 3.84316, -17.8848, -4.359, 3.20277, 0.911098
2.05938, 3.92967, -18.0242, -4.43469, 3.22032, 1.00384
1.98917, 3.9554, -17.985, -4.45864, 3.11742, 1.03813
1.98164, 3.89989, -17.8123, -4.4024, 3.10305, 0.998792
2.02023, 3.89057, -17.7155, -4.35541, 3.11959, 1.00025
2.00815, 3.8672, -17.5883, -4.33622, 3.10546, 1.00634
2.00893, 3.88042, -17.5172, -4.30218, 3.1252, 1.03236
2.0101, 3.82587, -17.4466, -4.22305, 3.11527, 1.01403
1.99157, 3.76007, -17.2211, -4.16444, 3.05217, 0.986832
1.97458, 3.67971, -16.9017, -4.11278, 2.96965, 0.926643
1.9751, 3.63315, -16.8717, -4.06651, 2.97063, 0.900972
1.9767, 3.63011, -16.7471, -4.08157, 2.95061, 0.892168
1.90743, 3.54312, -16.4795, -4.04279, 2.81355, 0.847032
1.89655, 3.54559, -16.4035, -4.0686, 2.78391, 0.826603
1.89804, 3.64776, -16.3626, -4.20251, 2.75342, 0.891954
1.81033, 3.73034, -16.1887, -4.31959, 2.59958, 0.934502
1.66497, 3.79331, -15.858, -4.39344, 2.35439, 0.947657
1.58578, 3.94283, -15.7257, -4.50377, 2.19856, 1.03039
1.57917, 4.19232, -15.6977, -4.71289, 2.12529, 1.18449
1.62496, 4.36584, -15.7997, -4.82785, 2.21706, 1.27581
1.68457, 4.39475, -15.8786, -4.80007, 2.34205, 1.27559
1.71843, 4.37405, -15.9695, -4.77471, 2.44556, 1.26661
1.72416, 4.39134, -16.0443, -4.76897, 2.4915, 1.26184
1.67358, 4.41537, -15.9498, -4.78065, 2.40508, 1.24806
1.62575, 4.38686, -15.8792, -4.76508, 2.35475, 1.23789
1.56886, 4.31517, -15.686, -4.66908, 2.2486, 1.19238
1.49783, 4.24971, -15.4567, -4.60614, 2.14882, 1.14272
1.39501, 4.16249, -15.1873, -4.56394, 2.03447, 1.08412
1.32058, 4.00382, -14.8172, -4.40813, 1.94874, 1.00173
1.27889, 3.90354, -14.6201, -4.32174, 1.97575, 0.956751
1.30546, 3.90804, -14.5573, -4.33403, 2.06773, 0.986545
1.33605, 3.95747, -14.6576, -4.39378, 2.19707, 1.03177
1.3375, 3.97138, -14.7478, -4.39403, 2.28746, 1.05651
1.32977, 3.95917, -14.7151, -4.39722, 2.31374, 1.07909
1.39094, 4.01243, -14.8215, -4.43336, 2.43616, 1.12397
1.38489, 4.05135, -14.9544, -4.4787, 2.47834, 1.13834
1.32804, 4.0667, -14.8737, -4.53786, 2.3967, 1.14414
