Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
-0.131746, -0.62321, -10.7634, 0.405736, -1.09075, 0.12726
-0.066691, -0.622545, -11.3127, 0.418788, -0.971869, 0.153322
-0.045214, -0.590053, -11.4138, 0.369487, -0.845532, 0.162208
-0.041746, -0.614202, -11.3858, 0.518236, -0.730907, 0.134193
-0.04336, -0.659944, -11.7003, 0.6034, -0.596082, 0.10101
-0.078957, -0.618574, -11.603, 0.400393, -0.538727, 0.086109
-0.12225, -0.581773, -11.1644, 0.269294, -0.553887, 0.00932
-0.150737, -0.627664, -11.1365, 0.314556, -0.632451, -0.02835
-0.160569, -0.656012, -11.2877, 0.428967, -0.741768, -0.153862
-0.18377, -0.619479, -11.5484, 0.433002, -0.93787, -0.120252
-0.190849, -0.575431, -11.6942, 0.472335, -1.16655, -0.085008
-0.162833, -0.586779, -12.0828, 0.57049, -1.19788, -0.019809
-0.11546, -0.56642, -12.2238, 0.530415, -1.10298, 0.086682
-0.101294, -0.540686, -12.3058, 0.363653, -0.988699, 0.14886
-0.071309, -0.501253, -12.352, 0.086124, -0.820839, 0.136829
-0.067275, -0.458411, -12.1169, -0.167789, -0.670458, 0.004222
-0.099131, -0.451447, -11.8355, -0.229171, -0.606117, -0.085975
-0.10207, -0.513297, -11.7717, 0.01603, -0.621877, -0.166525
-0.131778, -0.591951, -12.1284, 0.397528, -0.775212, -0.184088
-0.14482, -0.631206, -12.4254, 0.614288, -0.988099, -0.115564
-0.147535, -0.574142, -12.6083, 0.504275, -1.04231, 0.09028
-0.131114, -0.51162, -12.6988, 0.286403, -1.03019, 0.227513
-0.103868, -0.477973, -12.9826, 0.136045, -1.0475, 0.177059
-0.044481, -0.45011, -12.8777, -0.054195, -1.01451, 0.060458
0.005428, -0.46802, -12.5655, -0.10528, -0.937567, -0.001775
0.078298, -0.496959, -12.6089, -0.055561, -0.880613, -0.049804
0.143273, -0.48119, -12.7393, -0.059539, -0.808609, 0.072216
0.199046, -0.500671, -12.7388, 0.128531, -0.722972, 0.160329
0.261239, -0.516893, -12.9202, 0.239737, -0.575942, 0.232497
0.297853, -0.446556, -13.311, 0.05874, -0.412389, 0.278365
0.304115, -0.365444, -13.3474, -0.172661, -0.296475, 0.2487
0.284064, -0.3634, -13.3024, -0.26939, -0.122759, 0.048409
0.263419, -0.364175, -13.4281, -0.301392, -0.067192, -0.065566
0.224404, -0.39174, -13.4351, -0.279087, -0.080545, -0.208158
0.154905, -0.399238, -13.1632, -0.268207, -0.116027, -0.21585
0.122397, -0.409144, -13.199, -0.166558, -0.17889, -0.225499
0.080594, -0.39547, -13.1982, -0.034781, -0.254123, -0.218297
0.032016, -0.351662, -13.7332, -0.017424, -0.29924, -0.116904
0.004165, -0.310831, -14.0028, -0.061418, -0.353589, -0.099734
-0.048645, -0.258274, -14.1263, -0.089496, -0.458011, -0.130196
-0.049176, -0.232531, -14.4873, -0.212916, -0.441347, -0.129324
-0.0837, -0.162805, -14.1334, -0.475002, -0.360887, -0.093985
-0.178263, -0.136332, -13.6839, -0.499316, -0.472337, -0.16832
-0.202256, -0.146462, -14.028, -0.330054, -0.592395, -0.198861
-0.279278, -0.135771, -14.1408, -0.397858, -0.645562, -0.119106
-0.360084, -0.090484, -14.1382, -0.451039, -0.771363, -0.095362
-0.397746, -0.078365, -14.484, -0.442431, -0.897318, -0.173737
-0.453758, -0.052574, -14.5736, -0.499164, -0.9771, -0.128755
-0.504226, 0.004067, -14.7378, -0.628335, -0.99936, -0.067825
-0.556524, 0.02858, -14.8818, -0.679201, -1.1135, -0.115827
-0.583931, 0.048921, -14.8225, -0.684448, -1.1923, -0.166906
-0.610739, 0.063694, -14.8989, -0.692452, -1.22267, -0.076834
-0.647296, 0.070281, -14.8961, -0.699413, -1.2777, -0.051642
-0.671907, 0.069505, -14.9734, -0.696916, -1.38512, -0.093547
-0.693816, 0.101703, -15.2649, -0.867, -1.57483, -0.144083
-0.69113, 0.150883, -15.206, -1.11136, -1.68718, -0.080802
-0.680381, 0.132166, -15.0982, -1.16205, -1.84264, -0.126654
-0.594674, 0.127055, -15.2596, -1.12452, -1.88389, -0.138083
-0.484528, 0.120138, -15.2764, -1.11115, -1.79824, -0.069078
-0.321267, 0.105465, -15.0191, -1.03639, -1.64647, 0.019492
-0.13785, 0.081105, -14.8194, -0.925908, -1.42737, 0.051944
0.053417, 0.093559, -15.1443, -0.899671, -1.16186, 0.141263
0.273802, 0.127595, -14.9977, -1.0258, -0.844653, 0.205073
0.421403, 0.155831, -14.3953, -1.08039, -0.668217, 0.179844
0.65337, 0.14384, -14.3499, -1.12423, -0.451978, 0.107701
0.872803, 0.189938, -14.5635, -1.30268, -0.225565, 0.095904
0.997745, 0.267921, -13.929, -1.50655, -0.124199, 0.092451
1.15206, 0.248076, -13.8334, -1.44128, 0.034449, 0.064116
1.33823, 0.264134, -13.9142, -1.44016, 0.239976, 0.178759
1.40934, 0.350258, -13.6995, -1.60219, 0.314855, 0.288916
1.44225, 0.417023, -13.4076, -1.73319, 0.348826, 0.327907
1.48304, 0.40685, -13.2462, -1.69575, 0.41119, 0.261109
1.49362, 0.401872, -13.1049, -1.73972, 0.381407, 0.108981
1.52641, 0.435697, -12.8803, -1.99455, 0.407784, 0.04119
1.47632, 0.452531, -12.418, -2.04569, 0.302867, 0.008046
1.54045, 0.42671, -12.5082, -1.90716, 0.324743, 0.006909
1.60806, 0.458144, -12.6301, -1.90373, 0.326449, 0.143963
1.63325, 0.451504, -12.6958, -1.75657, 0.407174, 0.24536
1.72856, 0.466743, -12.9403, -1.72086, 0.570678, 0.310278
1.77509, 0.522557, -13.1986, -1.88377, 0.748674, 0.341919
