Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
-1.84794, 2.38843, -17.7994, 0.20427, -2.31367, -0.321652
-1.95799, 2.43326, -17.7011, 0.174984, -2.44195, -0.347041
-1.90575, 2.43456, -17.7613, 0.217212, -2.36007, -0.334087
-1.78689, 2.41138, -17.7803, 0.215485, -2.23469, -0.352253
-1.83512, 2.48351, -17.913, 0.164667, -2.32338, -0.33236
-1.85327, 2.57223, -18.0226, 0.093449, -2.33502, -0.263518
-1.7589, 2.5772, -18.3368, 0.098836, -2.17682, -0.244093
-1.63648, 2.58074, -18.5833, 0.14152, -2.03395, -0.263109
-1.63008, 2.62437, -18.6579, 0.114139, -1.99705, -0.252666
-1.55599, 2.65064, -18.9126, 0.137552, -1.79472, -0.27002
-1.48957, 2.6034, -18.8608, 0.19952, -1.72554, -0.297047
-1.58866, 2.60472, -18.8292, 0.2312, -1.80987, -0.349378
-1.58768, 2.67602, -19.0574, 0.205659, -1.72143, -0.353093
-1.66342, 2.87839, -19.4014, 0.076542, -1.60194, -0.285312
-1.88699, 3.03439, -19.3261, 0.015817, -1.6829, -0.246692
-1.99187, 2.97091, -19.4696, 0.084805, -1.769, -0.312594
-2.06057, 2.99051, -19.4557, 0.110362, -1.91579, -0.340099
-2.20214, 2.9735, -19.3087, 0.132708, -2.01545, -0.366104
-2.35772, 2.91456, -19.1521, 0.206348, -2.09795, -0.432914
-2.28589, 2.90697, -19.2455, 0.181636, -1.99201, -0.447771
-2.24609, 2.85033, -19.2687, 0.205552, -1.96569, -0.415364
-2.43144, 2.7869, -19.2898, 0.295984, -2.19564, -0.435512
-2.38687, 2.7359, -19.3948, 0.361154, -2.17788, -0.464698
-2.14952, 2.62887, -19.3652, 0.383499, -2.00447, -0.470884
-2.12378, 2.60512, -19.2356, 0.387415, -2.00253, -0.44155
-2.23149, 2.67271, -19.1261, 0.391933, -2.19858, -0.424162
-2.18233, 2.66269, -19.1895, 0.412536, -2.25574, -0.468396
-2.05997, 2.48292, -19.0741, 0.477317, -2.23859, -0.466301
-2.16742, 2.51308, -18.9751, 0.402068, -2.35039, -0.372193
-2.30479, 2.54202, -18.7238, 0.368623, -2.62012, -0.328911
-2.299, 2.58225, -18.8502, 0.337175, -2.57326, -0.375476
-2.22491, 2.50277, -18.8709, 0.392359, -2.4667, -0.408665
-2.2773, 2.49515, -18.7935, 0.37922, -2.56686, -0.38454
-2.36107, 2.57019, -18.8546, 0.315383, -2.48504, -0.395076
-2.33364, 2.7019, -19.1657, 0.267647, -2.24211, -0.386007
-2.41715, 2.71391, -19.2607, 0.273998, -2.25035, -0.41092
-2.52711, 2.77104, -19.4026, 0.248049, -2.3022, -0.36882
-2.65814, 3.02369, -19.5191, 0.099703, -2.31214, -0.306
-2.64546, 3.1718, -19.5476, -0.017021, -2.19366, -0.263321
-2.72409, 3.0709, -19.6549, 0.037569, -2.3809, -0.251769
-2.9016, 3.0153, -19.503, 0.033288, -2.72, -0.183423
-2.94678, 3.0775, -19.5526, -0.031322, -2.73404, -0.139114
-2.76015, 3.06359, -19.6898, -0.021982, -2.43799, -0.196479
-2.62314, 2.95582, -19.5251, 0.010656, -2.40821, -0.217556
-2.66396, 2.95692, -19.6295, 0.017062, -2.41416, -0.211828
-2.66359, 2.9895, -19.9338, 0.073598, -2.24994, -0.2161
-2.59177, 2.93828, -19.7687, 0.11525, -2.19991, -0.304324
-2.67636, 2.84503, -19.5716, 0.165103, -2.38946, -0.363394
-2.67613, 2.87227, -19.5869, 0.150778, -2.37975, -0.321338
-2.66715, 2.93207, -19.7213, 0.179104, -2.35606, -0.291153
-2.70537, 3.02043, -19.6445, 0.078983, -2.3055, -0.330491
-2.85581, 2.95907, -19.4975, 0.116776, -2.57585, -0.298593
-3.00925, 3.06248, -19.4519, 0.034836, -2.73204, -0.240645
-2.99755, 3.23829, -19.6589, -0.059598, -2.50478, -0.247354
-3.07902, 3.1694, -19.4559, -0.023272, -2.6769, -0.300944
-3.22124, 3.01826, -19.3989, 0.020956, -3.08193, -0.270762
-3.36771, 3.02223, -19.2799, 0.014535, -3.32575, -0.211697
-3.32832, 3.03147, -19.4319, 0.04246, -3.2768, -0.249582
-3.30304, 3.01732, -19.3977, 0.01401, -3.31646, -0.330422
-3.25736, 2.98946, -19.447, -0.014856, -3.27654, -0.281962
-3.26812, 2.95836, -19.4189, 0.027935, -3.27975, -0.214848
-3.21317, 3.04313, -19.3773, -0.015519, -3.15655, -0.290721
-3.26085, 3.00169, -19.2962, -0.01319, -3.25802, -0.369321
-3.22094, 2.9093, -19.4437, 0.059752, -3.16783, -0.325151
-3.19505, 2.94305, -19.6793, 0.109207, -2.99403, -0.312425
-3.08726, 3.06965, -19.9095, 0.053861, -2.74153, -0.3643
-3.09347, 3.11837, -19.8718, 0.027178, -2.80886, -0.379519
-3.14366, 3.06462, -19.8743, 0.055683, -2.91855, -0.34345
-3.1621, 3.13038, -19.8765, 0.019469, -2.84328, -0.330012
-3.09476, 3.15256, -19.9125, 0.020793, -2.75112, -0.386781
-3.14055, 3.12657, -19.9085, 0.01892, -2.88892, -0.407817
-3.22911, 3.1342, -19.9264, -0.006274, -2.99115, -0.3267
-3.18592, 3.1551, -19.8595, -0.024906, -2.83135, -0.285349
-3.13754, 3.12726, -19.8045, -0.021782, -2.85946, -0.342386
